source_document,page,feature
h6-xp-dome-camera-datasheet.pdf,1,compliantTPMandSecureBoot.
h6-xp-dome-camera-datasheet.pdf,1,performanceinallconditions.
h6-xp-dome-camera-datasheet.pdf,1,1Separatelicenserequired.
h6-xp-dome-camera-datasheet.pdf,1,"Formoreinformation,visithttps://www.avigilon.com/security-cameras/h6a-domeor"
h6-xp-dome-camera-datasheet.pdf,1,https://www.avigilon.com/security-cameras/h6x-dome.
h6-xp-dome-camera-datasheet.pdf,1,1
h6-xp-dome-camera-datasheet.pdf,2,Specifications
h6-xp-dome-camera-datasheet.pdf,2,IMAGEPERFORMANCE 4.0MP 8.0MP(4KULTRAHD)
h6-xp-dome-camera-datasheet.pdf,2,ImageSensor 1/1.8”progressivescanCMOS
h6-xp-dome-camera-datasheet.pdf,2,"MaxResolution Primary (16:9)2688x1520,2560x1440,1920x1080 (16:9)3840x2160,3328x1872,3200x1800,3072x1728"
h6-xp-dome-camera-datasheet.pdf,2,"(HxV)and (4:3)1984x1488 (4:3)2880x2160,2560x1920"
h6-xp-dome-camera-datasheet.pdf,2,AspectRatio
h6-xp-dome-camera-datasheet.pdf,2,"Secondary (16:9)2688x1520*,1920x1080,1280x720,768x (16:9)3840x2160*,2560x1440,1920x1080,1280x720,"
h6-xp-dome-camera-datasheet.pdf,2,"432,640x360,512x288 768x432,640x360,512x288"
h6-xp-dome-camera-datasheet.pdf,2,"(4:3)1984x1488*,1920x1440,1600x1200,1280 (4:3)2880x2160*,2560x1920,2304x1728,1920x1440,"
h6-xp-dome-camera-datasheet.pdf,2,"x960,768x576,640x480,512x384,384x288; 1600x1200,1280x960,768x576,640x480,512x384"
h6-xp-dome-camera-datasheet.pdf,2,"Tertiary (16:9)1280x720,768x432,640x360,512x288, (16:9)1920x10801280x720,768x432,640x360,512x"
h6-xp-dome-camera-datasheet.pdf,2,"384x216 288,384x216"
h6-xp-dome-camera-datasheet.pdf,2,"(4:3)1280x960,800x600,640x480,512x384, (4:3)1920x1440,1600x1200,1280x960,800x600,640"
h6-xp-dome-camera-datasheet.pdf,2,"368x264 x480,512x384,384x288,368x264"
h6-xp-dome-camera-datasheet.pdf,2,DynamicRange WDROff Upto83dB
h6-xp-dome-camera-datasheet.pdf,2,"WDROn Upto106dB(dualexposure,30fps)Upto136dB Upto130dB(dualexposure,30fps)"
h6-xp-dome-camera-datasheet.pdf,2,"(IEC62676) (tripleexposure,20fpsorless)"
h6-xp-dome-camera-datasheet.pdf,2,"WDROn Upto120dB(dualexposure,30fps)Upto144dB Upto144dB(dualexposure,20fpsorless)"
h6-xp-dome-camera-datasheet.pdf,2,"(tripleexposure,20fpsorless)"
h6-xp-dome-camera-datasheet.pdf,2,MaxImageRate (50Hz/60Hz):50fps/60fpsinHighFrameRate (50Hz/60Hz):25fps/30fps
h6-xp-dome-camera-datasheet.pdf,2,"Mode1,otherwise25fps/30fps"
h6-xp-dome-camera-datasheet.pdf,2,BandwidthManagement HDSMSmartCodectechnology;Idlescenemode
h6-xp-dome-camera-datasheet.pdf,2,Signal-to-NoiseRatio(SNR) >50d
h6-xp-dome-camera-datasheet.pdf,2,*Onlyavailableathalfframerateoftheprimarystream.
h6-xp-dome-camera-datasheet.pdf,2,1MaxFrameRateof60fpsisonlyachievablewithHighFrameRatemodeenabled.HighFrameRatemodewilldisableanalytics.
h6-xp-dome-camera-datasheet.pdf,2,LENSANDIR 4.4-9.3MM 10.9-29MM
h6-xp-dome-camera-datasheet.pdf,2,ILLUMINATION
h6-xp-dome-camera-datasheet.pdf,2,IRIlluminationMaxDistance2 50m(164ft)fulltele 70m(230ft)fulltele
h6-xp-dome-camera-datasheet.pdf,2,(highpower850nmLEDs) 25m(82ft)fullwide 40m(131ft)fullwide
h6-xp-dome-camera-datasheet.pdf,2,Minimum 4MP WithIR:0luxinmonochromemode WithIR:0luxinmonochromemode
h6-xp-dome-camera-datasheet.pdf,2,Illumination WithoutIR:0.003luxinmonochrome WithoutIR:0.004luxinmonochromemode;0.01luxincolormode
h6-xp-dome-camera-datasheet.pdf,2,mode;0.008luxincolormode
h6-xp-dome-camera-datasheet.pdf,2,8MP WithIR:0luxinmonochromemode WithIR:0luxinmonochromemode
h6-xp-dome-camera-datasheet.pdf,2,WithoutIR:0.006luxinmonochrome WithoutIR:0.008luxinmonochromemode;0.03luxincolormode
h6-xp-dome-camera-datasheet.pdf,2,mode;0.02luxincolormode
h6-xp-dome-camera-datasheet.pdf,2,HorizontalAngle 4MP (16:9)47°–111° (16:9)15°–42°
h6-xp-dome-camera-datasheet.pdf,2,ofViewBasedon (4:3)35°–78° (4:3)11°–31°
h6-xp-dome-camera-datasheet.pdf,2,AspectRatio
h6-xp-dome-camera-datasheet.pdf,2,8MP (16:9)47°–109° (16:9)15°–42°
h6-xp-dome-camera-datasheet.pdf,2,(4:3)35°–78° (4:3)11°–31°
h6-xp-dome-camera-datasheet.pdf,2,VerticalAngleof 4MP&8 (16:9)26°–57° (16:9)9°–23°
h6-xp-dome-camera-datasheet.pdf,2,ViewBasedon MP (4:3)26°–57° (4:3)9°–23°
h6-xp-dome-camera-datasheet.pdf,2,AspectRatio
h6-xp-dome-camera-datasheet.pdf,2,MaxAperture F1.3 F1.7
h6-xp-dome-camera-datasheet.pdf,2,"Control RemoteZoomandFocus,Autofocus,IRCutFilter"
h6-xp-dome-camera-datasheet.pdf,2,2IRilluminationpowermaybereducedathigheroperatingtemperatures.
h6-xp-dome-camera-datasheet.pdf,2,2
h6-xp-dome-camera-datasheet.pdf,3,IMAGECONTROL
h6-xp-dome-camera-datasheet.pdf,3,"ImageCompressionMethod H.264HDSMSmartCodec,H.265HDSMSmartCodec,MotionJPEG"
h6-xp-dome-camera-datasheet.pdf,3,"Streaming Multi-streamH.264,Multi-streamH.265,MotionJPEG"
h6-xp-dome-camera-datasheet.pdf,3,MotionDetection Pixelmotion:Selectablesensitivityandthreshold.Classifiedobjectdetection
h6-xp-dome-camera-datasheet.pdf,3,CameraTamperDetection Yes
h6-xp-dome-camera-datasheet.pdf,3,"ElectronicShutterControl Automatic,Manual(1/7.5to1/15000sec)"
h6-xp-dome-camera-datasheet.pdf,3,"IrisControl Automatic,Open,Closed,P-iris"
h6-xp-dome-camera-datasheet.pdf,3,"Day/NightControl Automatic,Manual,External"
h6-xp-dome-camera-datasheet.pdf,3,"FlickerControl 60Hz,50Hz"
h6-xp-dome-camera-datasheet.pdf,3,"WhiteBalance Automatic,Manual"
h6-xp-dome-camera-datasheet.pdf,3,BacklightCompensation Adjustable
h6-xp-dome-camera-datasheet.pdf,3,"ImageRotation 0°,90°,180°,270°includingCorridorMode"
h6-xp-dome-camera-datasheet.pdf,3,PrivacyZones Upto64zones
h6-xp-dome-camera-datasheet.pdf,3,ElectronicImageStabilization Yes
h6-xp-dome-camera-datasheet.pdf,3,NETWORK
h6-xp-dome-camera-datasheet.pdf,3,"Network 100BASE-TXforH6A,1000BASE-TforH6X"
h6-xp-dome-camera-datasheet.pdf,3,Cabling CAT5e
h6-xp-dome-camera-datasheet.pdf,3,Connector RJ-45
h6-xp-dome-camera-datasheet.pdf,3,"ONVIF ONVIF®complianceProfileS,ProfileT,ProfileMandProfileG(www.onvif.org)"
h6-xp-dome-camera-datasheet.pdf,3,"Security Passwordprotection,HTTPSencryption,digestauthentication,WSauthentication,useraccesslog,802.1xportbased"
h6-xp-dome-camera-datasheet.pdf,3,"authentication,FIPS140-2L1(withoptionalcameralicense),onboardFIPS140-2L3certifiedTPM,SecureBoot,Signed"
h6-xp-dome-camera-datasheet.pdf,3,andencryptedfirmware
h6-xp-dome-camera-datasheet.pdf,3,"Protocols IPv6,IPv4,HTTP,HTTPS,SOAP,DNS,NTP,RTSP,RTCP,RTP,TCP,UDP,IGMPv3,ICMP,DHCP,Zeroconf,HSTS,QoS,"
h6-xp-dome-camera-datasheet.pdf,3,DSCP
h6-xp-dome-camera-datasheet.pdf,3,"StreamingProtocols RTP/UDP,RTP/UDPmulticast,RTP/RTSP/TCP,RTP/RTSP/HTTP/TCP,RTP/RTSP/HTTPS/TCP,HTTP,SRTP"
h6-xp-dome-camera-datasheet.pdf,3,"DeviceManagement SNMPv2c,SNMPv3"
h6-xp-dome-camera-datasheet.pdf,3,Protocols
h6-xp-dome-camera-datasheet.pdf,3,PERIPHERALS
h6-xp-dome-camera-datasheet.pdf,3,USBPort USB2.0
h6-xp-dome-camera-datasheet.pdf,3,OnboardStorage3 TwomicroSD/microSDHC/microSDXCslots–videospeedclasscardrequired.ClassV10orbetterrecommended.
h6-xp-dome-camera-datasheet.pdf,3,3Testedmaximumcapacityis1.5TB.
h6-xp-dome-camera-datasheet.pdf,3,AUXILIARYI/O
h6-xp-dome-camera-datasheet.pdf,3,"AudioCompressionMethod G.711PCM8kHz,Opus"
h6-xp-dome-camera-datasheet.pdf,3,AudioInput/Output Linelevelinputandoutput
h6-xp-dome-camera-datasheet.pdf,3,"ExternalI/OTerminals 1xRelayIn,1xRelayOut,1x12VDCoutat50mA"
h6-xp-dome-camera-datasheet.pdf,3,"Microphone Built-inmicrophoneforaudioanalytics,forcertainvariants,withphysicaldisableswitch"
h6-xp-dome-camera-datasheet.pdf,3,3
h6-xp-dome-camera-datasheet.pdf,4,MECHANICAL SURFACEMOUNT IN-CEILINGMOUNT PENDANTMOUNT
h6-xp-dome-camera-datasheet.pdf,4,"Dimensions(DxH) 182mmx132mm;7.16""x5.19"" 219mmx198mm;8.62""x7.79"" 182mmx190mm;7.16""x7.48"""
h6-xp-dome-camera-datasheet.pdf,4,"AccessoryOnlyDimensions N/A 219mmx115mm;8.62""x4.52"" 155mmx65mm;6.1""x2.55"""
h6-xp-dome-camera-datasheet.pdf,4,(DxH)
h6-xp-dome-camera-datasheet.pdf,4,Weight Indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs
h6-xp-dome-camera-datasheet.pdf,4,Dome
h6-xp-dome-camera-datasheet.pdf,4,Outdoor 1.59kg;3.5lbs 1.99kg;4.38lbs 2.01kg;4.43lbs
h6-xp-dome-camera-datasheet.pdf,4,Dome
h6-xp-dome-camera-datasheet.pdf,4,DomeBubble Polycarbonate Polycarbonate Polycarbonate
h6-xp-dome-camera-datasheet.pdf,4,Body Polycarbonateandaluminum Polycarbonateandaluminum Polycarbonateandaluminum
h6-xp-dome-camera-datasheet.pdf,4,Housing Surfacemount Recessedmount Pendantmount
h6-xp-dome-camera-datasheet.pdf,4,Finish Indoor Plasticinjectionmoldgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey&plastic
h6-xp-dome-camera-datasheet.pdf,4,Dome (Pantone427C)&Powdercoat injectionmoldgrey(Pantone
h6-xp-dome-camera-datasheet.pdf,4,black 427C)
h6-xp-dome-camera-datasheet.pdf,4,Outdoor Powdercoatgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey(Pantone427C)
h6-xp-dome-camera-datasheet.pdf,4,Dome (Pantone427C)&Powdercoat
h6-xp-dome-camera-datasheet.pdf,4,black
h6-xp-dome-camera-datasheet.pdf,4,"AdjustmentRange Pan360°,Azimuth349°,Tilt92°"
h6-xp-dome-camera-datasheet.pdf,4,ELECTRICAL
h6-xp-dome-camera-datasheet.pdf,4,PowerConsumption 25W(18WwithnoIRorIRdisabled)
h6-xp-dome-camera-datasheet.pdf,4,PowerSource PoE IEEE802.3afClass3
h6-xp-dome-camera-datasheet.pdf,4,PoE+ IEEE802.3atClass4
h6-xp-dome-camera-datasheet.pdf,4,IR Illumination PoE IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerand
h6-xp-dome-camera-datasheet.pdf,4,Behavior 25%powerifbelow-25°C(-13°F)
h6-xp-dome-camera-datasheet.pdf,4,PoE+ IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerifthe
h6-xp-dome-camera-datasheet.pdf,4,temperatureisbetween55°C(131°F)and65°C(149°F)and50%powerifbelow-25°C(-13°F)
h6-xp-dome-camera-datasheet.pdf,4,ExternalPower 12-24VDC+/-10%
h6-xp-dome-camera-datasheet.pdf,4,RTCBackupBattery 3Vmanganeselithium
h6-xp-dome-camera-datasheet.pdf,4,"Memory 4GBRAM,4GBFlash"
h6-xp-dome-camera-datasheet.pdf,4,RedundantPower SeamlessfailoverbetweenPoEandAuxandbackwithoutinterruptincameraoperation(forH6Xonly)
h6-xp-dome-camera-datasheet.pdf,4,ENVIRONMENTAL INDOORDOME OUTDOORDOME
h6-xp-dome-camera-datasheet.pdf,4,Operating PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE)
h6-xp-dome-camera-datasheet.pdf,4,Temperature 131°F)
h6-xp-dome-camera-datasheet.pdf,4,With -10°Cto+55°C(-14°Fto -50°Cto+65°C(-58°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W
h6-xp-dome-camera-datasheet.pdf,4,External 131°F) PoE+)
h6-xp-dome-camera-datasheet.pdf,4,Poweror
h6-xp-dome-camera-datasheet.pdf,4,PoE+
h6-xp-dome-camera-datasheet.pdf,4,Startup PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE)
h6-xp-dome-camera-datasheet.pdf,4,Temperature 131°F)
h6-xp-dome-camera-datasheet.pdf,4,With -10°Cto+55°C(-14°Fto -40°Cto+65°C(-40°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W
h6-xp-dome-camera-datasheet.pdf,4,External 131°F) PoE+)
h6-xp-dome-camera-datasheet.pdf,4,Poweror
h6-xp-dome-camera-datasheet.pdf,4,PoE+
h6-xp-dome-camera-datasheet.pdf,4,AbsoluteMaximum 74°C(165°F)perNEMATS2(Temp.)para2.2.7.2-2.2.7.7
h6-xp-dome-camera-datasheet.pdf,4,Temperature
h6-xp-dome-camera-datasheet.pdf,4,4
h6-xp-dome-camera-datasheet.pdf,5,ENVIRONMENTAL INDOORDOME OUTDOORDOME
h6-xp-dome-camera-datasheet.pdf,5,StorageTemperature -10°Cto+70°C(14°Fto158°F)
h6-xp-dome-camera-datasheet.pdf,5,Humidity 0-95%non-condensing
h6-xp-dome-camera-datasheet.pdf,5,CERTIFICATIONS
h6-xp-dome-camera-datasheet.pdf,5,"Certifications/Approvals UL,cUL,FCC,IC,Z-Wave"
h6-xp-dome-camera-datasheet.pdf,5,"SafetyStandards UL62368-1,CSA62368-1,IEC/EN62368-1,IEC62471,UL2043Plenum4"
h6-xp-dome-camera-datasheet.pdf,5,"Environmental IEC60529IP66,IP67,IP68(1.8mdepthfor2hours),NEMA4X,IEC60068-2Shock&Vibration,NEMATS2Sec2.2.7-"
h6-xp-dome-camera-datasheet.pdf,5,"Standards/Ratings 2.2.9,IK11"
h6-xp-dome-camera-datasheet.pdf,5,"ElectromagneticEmissions FCCPart15SubpartBClassB,ICES-003ClassB"
h6-xp-dome-camera-datasheet.pdf,5,Standards
h6-xp-dome-camera-datasheet.pdf,5,ElectromagneticImmunity N/A
h6-xp-dome-camera-datasheet.pdf,5,Standards
h6-xp-dome-camera-datasheet.pdf,5,"Radio FCCPart15SubpartC,FCCKDB447498,RSS-210,RSS-102"
h6-xp-dome-camera-datasheet.pdf,5,Warranty Limited5YearWarranty(avigilon.com/warranty)
h6-xp-dome-camera-datasheet.pdf,5,4Onlyappliestothein-ceilingcameramodels.
h6-xp-dome-camera-datasheet.pdf,5,Analytics Specifications
h6-xp-dome-camera-datasheet.pdf,5,SUPPORTEDANALYTICSEVENTS1
h6-xp-dome-camera-datasheet.pdf,5,ObjectsinArea Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.Thiseventcanbeusedtocount
h6-xp-dome-camera-datasheet.pdf,5,objects.
h6-xp-dome-camera-datasheet.pdf,5,ObjectLoitering Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended
h6-xp-dome-camera-datasheet.pdf,5,amountoftime.
h6-xp-dome-camera-datasheet.pdf,5,ObjectsCrossingBeam Theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover
h6-xp-dome-camera-datasheet.pdf,5,thecamera’sfieldofview.Thebeamcanbeunidirectionalorbidirectional.
h6-xp-dome-camera-datasheet.pdf,5,ObjectAppearsorEnters Theeventistriggeredbyeachobjectthatenterstheregionofinterest.
h6-xp-dome-camera-datasheet.pdf,5,Area
h6-xp-dome-camera-datasheet.pdf,5,ObjectNotPresentinArea Theeventistriggeredwhennoobjectsarepresentintheregionofinterest.
h6-xp-dome-camera-datasheet.pdf,5,ObjectsEnterArea Theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest.
h6-xp-dome-camera-datasheet.pdf,5,ObjectsLeaveArea Theeventistriggeredwhenthespecifiednumberofobjectshavelefttheregionofinterest.
h6-xp-dome-camera-datasheet.pdf,5,ObjectStopsinArea Theeventistriggeredwhenanobjectmovesintoaregionofinterestandthenstopsmovingforthespecifiedthreshold
h6-xp-dome-camera-datasheet.pdf,5,time.
h6-xp-dome-camera-datasheet.pdf,5,DirectionViolated Theeventistriggeredwhenanobjectmovesintheprohibiteddirectionoftravel.
h6-xp-dome-camera-datasheet.pdf,5,"SmartMotionRule Eventsaresentforperson(includingcrawling)andvehiclepresent,againstdefaultunchangeableparameters"
h6-xp-dome-camera-datasheet.pdf,5,TamperDetection Theeventistriggeredwhenthesceneunexpectedlychanges.
h6-xp-dome-camera-datasheet.pdf,5,CrowdSize Thiseventistriggeredwhenthenumberofpeopleisexceededoveraconfigurableduration.
h6-xp-dome-camera-datasheet.pdf,5,UnusualCrowdGrowth Thiseventistriggeredwhenacrowdsizegrowsunexpectedly.
h6-xp-dome-camera-datasheet.pdf,5,UnusualCrowdSize Thiseventistriggeredwhenanunusualcrowdsizeisdetected.
h6-xp-dome-camera-datasheet.pdf,5,"1Analyticscapabilities,includingdetectionrange,mayvarybycameraline.PleaseconsulttheAvigilonSelf-LearningVideoAnalyticsDesignGuidefor"
h6-xp-dome-camera-datasheet.pdf,5,details.
h6-xp-dome-camera-datasheet.pdf,5,5
h6-xp-dome-camera-datasheet.pdf,6,SUPPORTEDCLASSIFIEDOBJECTTYPES
h6-xp-dome-camera-datasheet.pdf,6,"ObjectTypesinOutdoor Vehicle,sub-types:Car,PickupTruck,LargeTruck,Van,Bicycle,Motorcycle,Bus"
h6-xp-dome-camera-datasheet.pdf,6,Mode Person
h6-xp-dome-camera-datasheet.pdf,6,ObjectTypesinIndoor Person
h6-xp-dome-camera-datasheet.pdf,6,Mode
h6-xp-dome-camera-datasheet.pdf,6,TEACHBYEXAMPLE
h6-xp-dome-camera-datasheet.pdf,6,"TeachByExample Yes,whenusedwithAvigilonControlCenter™orAvigilonUnityVideo"
h6-xp-dome-camera-datasheet.pdf,6,SUPPORTEDAUDIOANALYTICSEVENTS
h6-xp-dome-camera-datasheet.pdf,6,Scream Upto15meters
h6-xp-dome-camera-datasheet.pdf,6,GlassBreak Upto15meters
h6-xp-dome-camera-datasheet.pdf,6,CarAlarm Upto30meters
h6-xp-dome-camera-datasheet.pdf,6,SmokeAlarm Upto15meters
h6-xp-dome-camera-datasheet.pdf,6,DogBark Upto15meters
h6-xp-dome-camera-datasheet.pdf,6,TireScreech2 Upto15meters
h6-xp-dome-camera-datasheet.pdf,6,LoudNoise Upto40meters
h6-xp-dome-camera-datasheet.pdf,6,UltrasonicPanicAlarm3 Upto40meters
h6-xp-dome-camera-datasheet.pdf,6,2Thedetectionrangeislimitedtoupto8metersinloudenvironments.
h6-xp-dome-camera-datasheet.pdf,6,3Thedetectionrangeisinfluencedbythequalityandpowerofthedeviceusedtocreatethepanicalarm.
h6-xp-dome-camera-datasheet.pdf,6,AVIGILONSOFTWARESUPPORTEDFEATURES
h6-xp-dome-camera-datasheet.pdf,6,AvigilonUnityVideo8.4or AlladvancedZ-Wavecompatibilityfeatures.
h6-xp-dome-camera-datasheet.pdf,6,higher
h6-xp-dome-camera-datasheet.pdf,6,AvigilonUnityVideo8.0or Allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesub-typesasclassifiedobjects.Appearance
h6-xp-dome-camera-datasheet.pdf,6,higher searchwhenpairedwithappropriateserverhardware.UnusualActivityDetection.H.265supported.Audioanalytics.
h6-xp-dome-camera-datasheet.pdf,6,Crowdanalytics.Classifiedobjectprivacymasking.
h6-xp-dome-camera-datasheet.pdf,6,ACCVersion7.2orhigher Allsupportedanalyticeventswithpeopleandvehiclesasclassifiedobjects.Appearancesearchwhenpairedwith
h6-xp-dome-camera-datasheet.pdf,6,appropriateserverhardware.UnusualActivityDetection.H.265supported.
h6-xp-dome-camera-datasheet.pdf,6,6
h6-xp-dome-camera-datasheet.pdf,7,Outline Dimensions
h6-xp-dome-camera-datasheet.pdf,7,Dome Camera with Surface Mount
h6-xp-dome-camera-datasheet.pdf,7,(H6XPDomecamera+providedsurfacemount)
h6-xp-dome-camera-datasheet.pdf,7,[X.XX] INCHES
h6-xp-dome-camera-datasheet.pdf,7,X.X MM
h6-xp-dome-camera-datasheet.pdf,7,Dome Camera with In-Ceiling Mount
h6-xp-dome-camera-datasheet.pdf,7,(H6XPDomecamera+CLADP-1001)
h6-xp-dome-camera-datasheet.pdf,7,7
h6-xp-dome-camera-datasheet.pdf,8,Dome Camera WITH NPT Adapter
h6-xp-dome-camera-datasheet.pdf,8,(H6XPDomecamera+H6A-MT-NPTA1)
h6-xp-dome-camera-datasheet.pdf,8,Dome Camera WITH NPT Adapter and Pendant wall mount
h6-xp-dome-camera-datasheet.pdf,8,(H6XPDomecamera+H6A-MT-NPTA1+WLMT-1021)
h6-xp-dome-camera-datasheet.pdf,8,8
h6-xp-dome-camera-datasheet.pdf,9,Z-Wave Sensors
h6-xp-dome-camera-datasheet.pdf,9,Z-WaveDoorContactSensor(SM810)
h6-xp-dome-camera-datasheet.pdf,9,Z-WaveOutdoorMotionSensor(SP816)
h6-xp-dome-camera-datasheet.pdf,9,9
h6-xp-dome-camera-datasheet.pdf,10,Z-WaveIndoorMotionSensor(SP817)
h6-xp-dome-camera-datasheet.pdf,10,Z-WavePanicButton(AC136)
h6-xp-dome-camera-datasheet.pdf,10,10
h6-xp-dome-camera-datasheet.pdf,11,Ordering Information
h6-xp-dome-camera-datasheet.pdf,11,MOUNTINGSCENARIO ORDERINGINFORMATION
h6-xp-dome-camera-datasheet.pdf,11,PendantWallMount Orderoneof:
h6-xp-dome-camera-datasheet.pdf,11,l Indoororoutdoorsurfacemount
h6-xp-dome-camera-datasheet.pdf,11,camera
h6-xp-dome-camera-datasheet.pdf,11,l H6A-MT-NPTA1
h6-xp-dome-camera-datasheet.pdf,11,l WLMT-1021
h6-xp-dome-camera-datasheet.pdf,11,Optional:
h6-xp-dome-camera-datasheet.pdf,11,l PLMT-1001(Polemountadapter)
h6-xp-dome-camera-datasheet.pdf,11,l CRNMT-1001(Cornermountadapter)
h6-xp-dome-camera-datasheet.pdf,11,PendantNPTMount Orderoneof:
h6-xp-dome-camera-datasheet.pdf,11,l Indoororoutdoorsurfacemount
h6-xp-dome-camera-datasheet.pdf,11,camera
h6-xp-dome-camera-datasheet.pdf,11,l H6A-MT-NPTA1
h6-xp-dome-camera-datasheet.pdf,11,SurfaceMount Orderoneof:
h6-xp-dome-camera-datasheet.pdf,11,l Indoororoutdoorsurfacemount
h6-xp-dome-camera-datasheet.pdf,11,camera
h6-xp-dome-camera-datasheet.pdf,11,Optional:
h6-xp-dome-camera-datasheet.pdf,11,l DMSLD-1001(weathershield)
h6-xp-dome-camera-datasheet.pdf,11,In-CeilingMount Orderoneof:
h6-xp-dome-camera-datasheet.pdf,11,l Indoororoutdoorin-ceilingmount
h6-xp-dome-camera-datasheet.pdf,11,camera
h6-xp-dome-camera-datasheet.pdf,11,l CLADP-1001
h6-xp-dome-camera-datasheet.pdf,11,Optional:
h6-xp-dome-camera-datasheet.pdf,11,l CLPNL-1011(metalceilingpanel)
h6-xp-dome-camera-datasheet.pdf,11,11
h6-xp-dome-camera-datasheet.pdf,12,Dome Camera
h6-xp-dome-camera-datasheet.pdf,12,MODEL MP WDR LIGHTCATCHER LENS IR ANALYTICS HDSM MICROPHONE
h6-xp-dome-camera-datasheet.pdf,12,TECHNOLOGY SMARTCODEC
h6-xp-dome-camera-datasheet.pdf,12,4.4-9.3
h6-xp-dome-camera-datasheet.pdf,12,4.0C-H6XP-DO1-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓
h6-xp-dome-camera-datasheet.pdf,12,mm
h6-xp-dome-camera-datasheet.pdf,12,10.9-29
h6-xp-dome-camera-datasheet.pdf,12,4.0C-H6XP-DO2-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓
h6-xp-dome-camera-datasheet.pdf,12,mm
h6-xp-dome-camera-datasheet.pdf,12,4.4-9.3
h6-xp-dome-camera-datasheet.pdf,12,8.0C-H6XP-DO1-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓
h6-xp-dome-camera-datasheet.pdf,12,mm
h6-xp-dome-camera-datasheet.pdf,12,10.9-29
h6-xp-dome-camera-datasheet.pdf,12,8.0C-H6XP-DO2-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓
h6-xp-dome-camera-datasheet.pdf,12,mm
h6-xp-dome-camera-datasheet.pdf,12,Z-Wave Sensors
