feature,source_strategy,source_kind,normalized_feature
The product provides the product provides VBR/ABR/MBRH.264andH.265.,text_extraction_agent,raw_text,the product provides the product provides vbr/abr/mbrh.264andh.265.
The product provides the product provides Videostreamingindicator.,text_extraction_agent,raw_text,the product provides the product provides videostreamingindicator.
The product provides the product provides Minimum illumination.,text_extraction_agent,raw_text,the product provides the product provides minimum illumination.
"The product provides the product provides 3.6mm,F2.0:.",text_extraction_agent,raw_text,"the product provides the product provides 3.6mm,f2.0:."
The product provides the product provides Color:0.04luxat30IREF2.0.,text_extraction_agent,raw_text,the product provides the product provides color:0.04luxat30iref2.0.
The product provides the product provides ForensicWDR:Upto120dBdependingonscene.,text_extraction_agent,raw_text,the product provides the product provides forensicwdr:upto120dbdependingonscene.
The product provides the product provides Color:0.13luxat50IREF2.0.,text_extraction_agent,raw_text,the product provides the product provides color:0.13luxat50iref2.0.
The product provides the product provides Color:0.02luxat30IREF1.2 Noisereduction.,text_extraction_agent,raw_text,the product provides the product provides color:0.02luxat30iref1.2 noisereduction.
The product provides the product provides Color:0.07luxat50IREF1.2 Spatialfilter(2Dnoisereduction).,text_extraction_agent,raw_text,the product provides the product provides color:0.07luxat50iref1.2 spatialfilter(2dnoisereduction).
The product provides the product provides Temporalfilter(3Dnoisereduction).,text_extraction_agent,raw_text,the product provides the product provides temporalfilter(3dnoisereduction).
The product provides the product provides Shutterspeed.,text_extraction_agent,raw_text,the product provides the product provides shutterspeed.
The product provides the product provides WithWDR:1/19000sto1/5s Imagesettings.,text_extraction_agent,raw_text,the product provides the product provides withwdr:1/19000sto1/5s imagesettings.
"The product provides the product provides NoWDR:1/17000sto1/5s Compression,brightness,sharpness,contrast,white.",text_extraction_agent,raw_text,"the product provides the product provides nowdr:1/17000sto1/5s compression,brightness,sharpness,contrast,white."
"The product provides the product provides balance,ForensicWDR,exposurecontrol,exposure.",text_extraction_agent,raw_text,"the product provides the product provides balance,forensicwdr,exposurecontrol,exposure."
"The product provides the product provides zones,finetuningofbehavioratlowlight,rotation:0°,.",text_extraction_agent,raw_text,"the product provides the product provides zones,finetuningofbehavioratlowlight,rotation:0°,."
The product provides the product provides Camera adjustment.,text_extraction_agent,raw_text,the product provides the product provides camera adjustment.
"The product provides the product provides 90°,180°,270°includingCorridorFormat,dynamic.",text_extraction_agent,raw_text,"the product provides the product provides 90°,180°,270°includingcorridorformat,dynamic."
The product provides the product provides Pan:±30°.,text_extraction_agent,raw_text,the product provides the product provides pan:±30°.
"The product provides the product provides overlay,32individualpolygonalprivacymask,mirroring.",text_extraction_agent,raw_text,"the product provides the product provides overlay,32individualpolygonalprivacymask,mirroring."
The product provides the product provides Tilt:15-90°.,text_extraction_agent,raw_text,the product provides the product provides tilt:15-90°.
The product provides the product provides ofimages.,text_extraction_agent,raw_text,the product provides the product provides ofimages.
The product provides the product provides Rotation:±175°.,text_extraction_agent,raw_text,the product provides the product provides rotation:±175°.
"The product provides the product provides Sceneprofiles:forensic,vivid,trafficoverview.",text_extraction_agent,raw_text,"the product provides the product provides sceneprofiles:forensic,vivid,trafficoverview."
The product provides the product provides System on chip (SoC).,text_extraction_agent,raw_text,the product provides the product provides system on chip (soc).
The product provides the product provides Imageprocessing.,text_extraction_agent,raw_text,the product provides the product provides imageprocessing.
"The product provides the product provides AxisZipstream,ForensicWDR,Lightfinder.",text_extraction_agent,raw_text,"the product provides the product provides axiszipstream,forensicwdr,lightfinder."
The product provides the product provides Model.,text_extraction_agent,raw_text,the product provides the product provides model.
The product provides the product provides S6LM55.,text_extraction_agent,raw_text,the product provides the product provides s6lm55.
The product provides the product provides Pan/Tilt/Zoom.,text_extraction_agent,raw_text,the product provides the product provides pan/tilt/zoom.
"The product provides the product provides DigitalPTZ,presetpositions,guardtour,controlqueue.",text_extraction_agent,raw_text,"the product provides the product provides digitalptz,presetpositions,guardtour,controlqueue."
The product provides the product provides Memory.,text_extraction_agent,raw_text,the product provides the product provides memory.
"The product provides the product provides 1024MBRAM,512MBFlash.",text_extraction_agent,raw_text,"the product provides the product provides 1024mbram,512mbflash."
"The product provides the product provides 1. Werecommendamaximumof3uniquevideostreamspercameraorchannel,foroptimizeduserexperience,networkbandwidth,andstorage.",text_extraction_agent,raw_text,"the product provides the product provides 1. werecommendamaximumof3uniquevideostreamspercameraorchannel,foroptimizeduserexperience,networkbandwidth,andstorage."
The product provides the product provides utilization.Auniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuilt-in.,text_extraction_agent,raw_text,the product provides the product provides utilization.auniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuilt-in.
The product provides the product provides streamreusefunctionality.,text_extraction_agent,raw_text,the product provides the product provides streamreusefunctionality.
The product provides the product provides Eventactions.,text_extraction_agent,raw_text,the product provides the product provides eventactions.
The product provides the product provides Network.,text_extraction_agent,raw_text,the product provides the product provides network.
The product provides the product provides Guardtours.,text_extraction_agent,raw_text,the product provides the product provides guardtours.
"The product provides the product provides Uploadimagesorvideoclips:FTP,HTTP,HTTPS,SFTP,.",text_extraction_agent,raw_text,"the product provides the product provides uploadimagesorvideoclips:ftp,http,https,sftp,."
The product provides the product provides Network protocols emailandnetworkshare.,text_extraction_agent,raw_text,the product provides the product provides network protocols emailandnetworkshare.
"The product provides the product provides IPv4,IPv6USGv6,HTTP,HTTPS2,HTTP/2,TLS2,QoSLayer Notification:HTTP,HTTPS,TCPandemail.",text_extraction_agent,raw_text,"the product provides the product provides ipv4,ipv6usgv6,http,https2,http/2,tls2,qoslayer notification:http,https,tcpandemail."
"The product provides the product provides 3DiffServ,FTP,SFTP,CIFS/SMB,SMTP,mDNS(Bonjour), Overlaytext.",text_extraction_agent,raw_text,"the product provides the product provides 3diffserv,ftp,sftp,cifs/smb,smtp,mdns(bonjour), overlaytext."
"The product provides the product provides UPnP®,SNMPv1/v2c/v3(MIB-II),DNS/DNSv6,DDNS, Presetpositions.",text_extraction_agent,raw_text,"the product provides the product provides upnp®,snmpv1/v2c/v3(mib-ii),dns/dnsv6,ddns, presetpositions."
"The product provides the product provides NTP,PTP,RTSP,RTP,SRTP,TCP,UDP,IGMPv1/v2/v3, Recordvideo:SDcardandnetworkshare.",text_extraction_agent,raw_text,"the product provides the product provides ntp,ptp,rtsp,rtp,srtp,tcp,udp,igmpv1/v2/v3, recordvideo:sdcardandnetworkshare."
"The product provides the product provides RTCP,ICMP,DHCPv4/v6,ARP,SOCKS,SSH,LLDP,CDP, SNMPtrapmessages.",text_extraction_agent,raw_text,"the product provides the product provides rtcp,icmp,dhcpv4/v6,arp,socks,ssh,lldp,cdp, snmptrapmessages."
"The product provides the product provides MQTTv3.1.1,Syslog,Link-Localaddress(ZeroConf) WDRmode.",text_extraction_agent,raw_text,"the product provides the product provides mqttv3.1.1,syslog,link-localaddress(zeroconf) wdrmode."
The product provides the product provides MQTTpublish.,text_extraction_agent,raw_text,the product provides the product provides mqttpublish.
The product provides the product provides System integration.,text_extraction_agent,raw_text,the product provides the product provides system integration.
The product provides the product provides Built-in installationaids.,text_extraction_agent,raw_text,the product provides the product provides built-in installationaids.
The product provides the product provides Pixelcounter.,text_extraction_agent,raw_text,the product provides the product provides pixelcounter.
The product provides the product provides ApplicationProgramming Interface.,text_extraction_agent,raw_text,the product provides the product provides applicationprogramming interface.
"The product provides the product provides OpenAPIforsoftwareintegration,includingVAPIX® Analytics.",text_extraction_agent,raw_text,"the product provides the product provides openapiforsoftwareintegration,includingvapix® analytics."
The product provides the product provides andAXISCameraApplicationPlatform(ACAP);.,text_extraction_agent,raw_text,the product provides the product provides andaxiscameraapplicationplatform(acap);.
The product provides the product provides specificationsataxis.com/developer-community.,text_extraction_agent,raw_text,the product provides the product provides specificationsataxis.com/developer-community.
The product provides the product provides One-clickcloudconnection Applications.,text_extraction_agent,raw_text,the product provides the product provides one-clickcloudconnection applications.
"The product provides the product provides ONVIF®ProfileG,ONVIF®ProfileM,ONVIF®ProfileS Included.",text_extraction_agent,raw_text,"the product provides the product provides onvif®profileg,onvif®profilem,onvif®profiles included."
"The product provides the product provides andONVIF®ProfileT,specificationatonvif.org AXISVideoMotionDetection,activetamperingalarm3.",text_extraction_agent,raw_text,"the product provides the product provides andonvif®profilet,specificationatonvif.org axisvideomotiondetection,activetamperingalarm3."
The product provides the product provides Supported.,text_extraction_agent,raw_text,the product provides the product provides supported.
"The product provides the product provides AXISFenceGuard,AXISLoiteringGuard,AXISMotion.",text_extraction_agent,raw_text,"the product provides the product provides axisfenceguard,axisloiteringguard,axismotion."
The product provides the product provides Videomanagementsystems.,text_extraction_agent,raw_text,the product provides the product provides videomanagementsystems.
The product provides the product provides Guard.,text_extraction_agent,raw_text,the product provides the product provides guard.
"The product provides the product provides CompatiblewithAXISCameraStationEdge,.",text_extraction_agent,raw_text,"the product provides the product provides compatiblewithaxiscamerastationedge,."
The product provides the product provides SupportforAXISCameraApplicationPlatformenabling.,text_extraction_agent,raw_text,the product provides the product provides supportforaxiscameraapplicationplatformenabling.
"The product provides the product provides AXISCameraStationPro,AXISCameraStation5,and.",text_extraction_agent,raw_text,"the product provides the product provides axiscamerastationpro,axiscamerastation5,and."
"The product provides the product provides installationofthird-partyapplications,seeaxis.com/.",text_extraction_agent,raw_text,"the product provides the product provides installationofthird-partyapplications,seeaxis.com/."
The product provides the product provides videomanagementsoftwarefromAxis’partners.,text_extraction_agent,raw_text,the product provides the product provides videomanagementsoftwarefromaxis’partners.
The product provides the product provides acap.,text_extraction_agent,raw_text,the product provides the product provides acap.
The product provides the product provides availableataxis.com/vms.,text_extraction_agent,raw_text,the product provides the product provides availableataxis.com/vms.
The product provides the product provides Approvals.,text_extraction_agent,raw_text,the product provides the product provides approvals.
The product provides the product provides Onscreencontrols.,text_extraction_agent,raw_text,the product provides the product provides onscreencontrols.
The product provides the product provides Widedynamicrange.,text_extraction_agent,raw_text,the product provides the product provides widedynamicrange.
The product provides the product provides Product markings.,text_extraction_agent,raw_text,the product provides the product provides product markings.
The product provides the product provides Privacymasks.,text_extraction_agent,raw_text,the product provides the product provides privacymasks.
"The product provides the product provides CE,ECE,KC,RCM,UL/cUL,UKCA,VCCI,WEEE.",text_extraction_agent,raw_text,"the product provides the product provides ce,ece,kc,rcm,ul/cul,ukca,vcci,weee."
The product provides the product provides Eventconditions.,text_extraction_agent,raw_text,the product provides the product provides eventconditions.
The product provides the product provides Supply chain.,text_extraction_agent,raw_text,the product provides the product provides supply chain.
"The product provides the product provides Devicestatus:aboveoperatingtemperature,aboveor.",text_extraction_agent,raw_text,"the product provides the product provides devicestatus:aboveoperatingtemperature,aboveor."
The product provides the product provides TAAcompliant.,text_extraction_agent,raw_text,the product provides the product provides taacompliant.
"The product provides the product provides belowoperatingtemperature,belowoperating.",text_extraction_agent,raw_text,"the product provides the product provides belowoperatingtemperature,belowoperating."
The product provides the product provides NDAAcompliant.,text_extraction_agent,raw_text,the product provides the product provides ndaacompliant.
"The product provides the product provides temperature,IPaddressremoved,networklost,newIP.",text_extraction_agent,raw_text,"the product provides the product provides temperature,ipaddressremoved,networklost,newip."
"The product provides the product provides address,storagefailure,systemready,withinoperating.",text_extraction_agent,raw_text,"the product provides the product provides address,storagefailure,systemready,withinoperating."
The product provides the product provides temperature EMC.,text_extraction_agent,raw_text,the product provides the product provides temperature emc.
"The product provides the product provides Edgestorage:recordingongoing,storagedisruption EN55032ClassA,EN55035,EN61000-6-1,.",text_extraction_agent,raw_text,"the product provides the product provides edgestorage:recordingongoing,storagedisruption en55032classa,en55035,en61000-6-1,."
"The product provides the product provides I/O:manualtrigger,virtualinput EN61000-6-2,ECER10rev.06(Eapproval),EN50498,.",text_extraction_agent,raw_text,"the product provides the product provides i/o:manualtrigger,virtualinput en61000-6-2,ecer10rev.06(eapproval),en50498,."
The product provides the product provides MQTTsubscribe Australia/NewZealand:RCMAS/NZSCISPR32ClassA.,text_extraction_agent,raw_text,the product provides the product provides mqttsubscribe australia/newzealand:rcmas/nzscispr32classa.
The product provides the product provides Scheduledandrecurring:scheduledevent Canada:ICES-3(A)/NMB-3(A).,text_extraction_agent,raw_text,the product provides the product provides scheduledandrecurring:scheduledevent canada:ices-3(a)/nmb-3(a).
"The product provides the product provides Video:averagebitratedegradation,livestreamopen, Japan:VCCIClassA,.",text_extraction_agent,raw_text,"the product provides the product provides video:averagebitratedegradation,livestreamopen, japan:vcciclassa,."
"The product provides the product provides tampering Korea:KSC9835,KSC9832ClassA,.",text_extraction_agent,raw_text,"the product provides the product provides tampering korea:ksc9835,ksc9832classa,."
The product provides the product provides USA:FCCPart15SubpartBClassA.,text_extraction_agent,raw_text,the product provides the product provides usa:fccpart15subpartbclassa.
The product provides the product provides Safety.,text_extraction_agent,raw_text,the product provides the product provides safety.
"The product provides the product provides IEC/EN/UL62368-1,CAN/CSAC22.2No.62368-1,.",text_extraction_agent,raw_text,"the product provides the product provides iec/en/ul62368-1,can/csac22.2no.62368-1,."
The product provides the product provides UNECER118.,text_extraction_agent,raw_text,the product provides the product provides unecer118.
The product provides the product provides IS13252.,text_extraction_agent,raw_text,the product provides the product provides is13252.
"The product provides 2. ThisproductincludessoftwaredevelopedbytheOpenSSLProjectforuseintheOpenSSLToolkit.(openssl.org),andcryptographicsoftware.",text_extraction_agent,raw_text,"the product provides 2. thisproductincludessoftwaredevelopedbytheopensslprojectforuseintheopenssltoolkit.(openssl.org),andcryptographicsoftware."
The product provides the product provides writtenbyEricYoung(eay@cryptsoft.com).,text_extraction_agent,raw_text,the product provides the product provides writtenbyericyoung(eay@cryptsoft.com).
The product provides the product provides 3. Fordetectionoftamperingattemptsinstaticandnon-crowdedscenes.,text_extraction_agent,raw_text,the product provides the product provides 3. fordetectionoftamperingattemptsinstaticandnon-crowdedscenes.
The product provides the product provides Environment Power.,text_extraction_agent,raw_text,the product provides the product provides environment power.
"The product provides the product provides IEC/EN60529IP66,IEC/EN60529IP67, PoweroverEthernet(PoE)IEEE802.3af/802.3atType1.",text_extraction_agent,raw_text,"the product provides the product provides iec/en60529ip66,iec/en60529ip67, poweroverethernet(poe)ieee802.3af/802.3attype1."
"The product provides the product provides IEC/EN62262IK10, Class1.",text_extraction_agent,raw_text,"the product provides the product provides iec/en62262ik10, class1."
"The product provides the product provides IEC60721-3-5Class5M3(vibrationandshock), Typical2.2W,max3.8W.",text_extraction_agent,raw_text,"the product provides the product provides iec60721-3-5class5m3(vibrationandshock), typical2.2w,max3.8w."
"The product provides the product provides IEC60068-2-1,IEC60068-2-2,IEC60068-2-27,.",text_extraction_agent,raw_text,"the product provides the product provides iec60068-2-1,iec60068-2-2,iec60068-2-27,."
"The product provides the product provides IEC60068-2-64,IEC60068-2-78,IEC60068–2–14.",text_extraction_agent,raw_text,"the product provides the product provides iec60068-2-64,iec60068-2-78,iec60068–2–14."
The product provides the product provides Connectors.,text_extraction_agent,raw_text,the product provides the product provides connectors.
"The product provides the product provides RJ45:male,10BASE-T/100BASE-TX.",text_extraction_agent,raw_text,"the product provides the product provides rj45:male,10base-t/100base-tx."
"The product provides the product provides Network M12:female,rugged,D-codedwithrotatablecoupling.",text_extraction_agent,raw_text,"the product provides the product provides network m12:female,rugged,d-codedwithrotatablecoupling."
The product provides the product provides NISTSP500-267 nut.,text_extraction_agent,raw_text,the product provides the product provides nistsp500-267 nut.
The product provides the product provides AllconnectorssupportPoE.,text_extraction_agent,raw_text,the product provides the product provides allconnectorssupportpoe.
The product provides the product provides Cybersecurity.,text_extraction_agent,raw_text,the product provides the product provides cybersecurity.
"The product provides the product provides ETSIEN303645,BSIITSecurityLabel Storage.",text_extraction_agent,raw_text,"the product provides the product provides etsien303645,bsiitsecuritylabel storage."
The product provides the product provides SupportformicroSD/microSDHC/microSDXCcardwith.,text_extraction_agent,raw_text,the product provides the product provides supportformicrosd/microsdhc/microsdxccardwith.
The product provides the product provides UHSSpeedClassU1.,text_extraction_agent,raw_text,the product provides the product provides uhsspeedclassu1.
The product provides the product provides Supportforrecordingtonetwork-attachedstorage.,text_extraction_agent,raw_text,the product provides the product provides supportforrecordingtonetwork-attachedstorage.
The product provides the product provides (NAS).,text_extraction_agent,raw_text,the product provides the product provides (nas).
The product provides the product provides ForSDcardandNASrecommendationsseeaxis.com.,text_extraction_agent,raw_text,the product provides the product provides forsdcardandnasrecommendationsseeaxis.com.
The product provides the product provides Edge security.,text_extraction_agent,raw_text,the product provides the product provides edge security.
"The product provides the product provides Software:SignedOS,bruteforcedelayprotection,.",text_extraction_agent,raw_text,"the product provides the product provides software:signedos,bruteforcedelayprotection,."
The product provides the product provides digestauthenticationandOAuth2.0RFC6749Client Operating conditions.,text_extraction_agent,raw_text,the product provides the product provides digestauthenticationandoauth2.0rfc6749client operating conditions.
The product provides the product provides CredentialFlow/OpenIDAuthorizationCodeFlowfor -30°Cto55°C(-22°Fto131°F).,text_extraction_agent,raw_text,the product provides the product provides credentialflow/openidauthorizationcodeflowfor -30°cto55°c(-22°fto131°f).
"The product provides the product provides centralizedADFSaccountmanagement,password Maximum(intermittent):70°C(158°F).",text_extraction_agent,raw_text,"the product provides the product provides centralizedadfsaccountmanagement,password maximum(intermittent):70°c(158°f)."
"The product provides the product provides protection,AES-XTS-Plain64256bitSDcardencryption Humidity:10-100%RH(condensing).",text_extraction_agent,raw_text,"the product provides the product provides protection,aes-xts-plain64256bitsdcardencryption humidity:10-100%rh(condensing)."
The product provides the product provides Hardware:AxisEdgeVaultcybersecurityplatform.,text_extraction_agent,raw_text,the product provides the product provides hardware:axisedgevaultcybersecurityplatform.
"The product provides the product provides Secureelement(CCEAL6+),system-on-chipsecurity.",text_extraction_agent,raw_text,"the product provides the product provides secureelement(cceal6+),system-on-chipsecurity."
"The product provides the product provides (TEE),AxisdeviceID,securekeystore,signedvideo, Storage conditions.",text_extraction_agent,raw_text,"the product provides the product provides (tee),axisdeviceid,securekeystore,signedvideo, storage conditions."
"The product provides the product provides secureboot,encryptedfilesystem(AES-XTS-Plain64 -40°Cto65°C(-40°Fto149°F).",text_extraction_agent,raw_text,"the product provides the product provides secureboot,encryptedfilesystem(aes-xts-plain64 -40°cto65°c(-40°fto149°f)."
The product provides the product provides 256bit).,text_extraction_agent,raw_text,the product provides the product provides 256bit).
The product provides the product provides Dimensions.,text_extraction_agent,raw_text,the product provides the product provides dimensions.
"The product provides the product provides Network security Height:50mm(1.97in),ø110mm(4.33in).",text_extraction_agent,raw_text,"the product provides the product provides network security height:50mm(1.97in),ø110mm(4.33in)."
"The product provides the product provides IEEE802.1x(EAP-TLS,PEAP-MSCHAPv2)4,.",text_extraction_agent,raw_text,"the product provides the product provides ieee802.1x(eap-tls,peap-mschapv2)4,."
"The product provides the product provides IEEE802.1AE(MACsecPSK/EAP-TLS),IEEE802.1AR,.",text_extraction_agent,raw_text,"the product provides the product provides ieee802.1ae(macsecpsk/eap-tls),ieee802.1ar,."
The product provides the product provides Weight.,text_extraction_agent,raw_text,the product provides the product provides weight.
"The product provides the product provides HTTPS/HSTS4,TLSv1.2/v1.34,NetworkTimeSecurity.",text_extraction_agent,raw_text,"the product provides the product provides https/hsts4,tlsv1.2/v1.34,networktimesecurity."
The product provides the product provides 241g(0.53lb).,text_extraction_agent,raw_text,the product provides the product provides 241g(0.53lb).
"The product provides the product provides (NTS),X.509CertificatePKI,host-basedfirewall.",text_extraction_agent,raw_text,"the product provides the product provides (nts),x.509certificatepki,host-basedfirewall."
The product provides the product provides Boxcontent.,text_extraction_agent,raw_text,the product provides the product provides boxcontent.
The product provides the product provides Documentation.,text_extraction_agent,raw_text,the product provides the product provides documentation.
"The product provides the product provides Camera,Installationguide,Windows®decoder1-user.",text_extraction_agent,raw_text,"the product provides the product provides camera,installationguide,windows®decoder1-user."
The product provides the product provides AXISHardeningGuide.,text_extraction_agent,raw_text,the product provides the product provides axishardeningguide.
"The product provides the product provides license,lenstool.",text_extraction_agent,raw_text,"the product provides the product provides license,lenstool."
The product provides the product provides AXISVulnerabilityManagementPolicy.,text_extraction_agent,raw_text,the product provides the product provides axisvulnerabilitymanagementpolicy.
