feature,source_strategy,source_kind
The product provides *Onlyavailableathalfframerateoftheprimarystream.,text_extraction_agent,raw_text
The product provides 1MaxFrameRateof60fpsisonlyachievablewithHighFrameRatemodeenabled.HighFrameRatemodewilldisableanalytics.,text_extraction_agent,raw_text
The product provides lENSANDIR 4.4-9.3MM 10.9-29MM.,text_extraction_agent,raw_text
The product provides iLLUMINATION.,text_extraction_agent,raw_text
The product provides iRIlluminationMaxDistance2 50m(164ft)fulltele 70m(230ft)fulltele.,text_extraction_agent,raw_text
The product provides (highpower850nmLEDs) 25m(82ft)fullwide 40m(131ft)fullwide.,text_extraction_agent,raw_text
The product provides minimum 4MP WithIR:0luxinmonochromemode WithIR:0luxinmonochromemode.,text_extraction_agent,raw_text
The product provides illumination WithoutIR:0.003luxinmonochrome WithoutIR:0.004luxinmonochromemode;0.01luxincolormode.,text_extraction_agent,raw_text
The product provides mode;0.008luxincolormode.,text_extraction_agent,raw_text
The product provides 8MP WithIR:0luxinmonochromemode WithIR:0luxinmonochromemode.,text_extraction_agent,raw_text
The product provides withoutIR:0.006luxinmonochrome WithoutIR:0.008luxinmonochromemode;0.03luxincolormode.,text_extraction_agent,raw_text
The product provides mode;0.02luxincolormode.,text_extraction_agent,raw_text
The product provides horizontalAngle 4MP (16:9)47°–111° (16:9)15°–42°.,text_extraction_agent,raw_text
The product provides ofViewBasedon (4:3)35°–78° (4:3)11°–31°.,text_extraction_agent,raw_text
The product provides aspectRatio.,text_extraction_agent,raw_text
The product provides 8MP (16:9)47°–109° (16:9)15°–42°.,text_extraction_agent,raw_text
The product provides (4:3)35°–78° (4:3)11°–31°.,text_extraction_agent,raw_text
The product provides verticalAngleof 4MP&8 (16:9)26°–57° (16:9)9°–23°.,text_extraction_agent,raw_text
The product provides viewBasedon MP (4:3)26°–57° (4:3)9°–23°.,text_extraction_agent,raw_text
The product provides aspectRatio.,text_extraction_agent,raw_text
The product provides maxAperture F1.3 F1.7.,text_extraction_agent,raw_text
"The product provides control RemoteZoomandFocus,Autofocus,IRCutFilter.",text_extraction_agent,raw_text
The product provides 2IRilluminationpowermaybereducedathigheroperatingtemperatures.,text_extraction_agent,raw_text
The product provides iMAGECONTROL.,text_extraction_agent,raw_text
"The product provides imageCompressionMethod H.264HDSMSmartCodec,H.265HDSMSmartCodec,MotionJPEG.",text_extraction_agent,raw_text
"The product provides streaming Multi-streamH.264,Multi-streamH.265,MotionJPEG.",text_extraction_agent,raw_text
The product provides motionDetection Pixelmotion:Selectablesensitivityandthreshold.Classifiedobjectdetection.,text_extraction_agent,raw_text
The product provides cameraTamperDetection Yes.,text_extraction_agent,raw_text
"The product provides electronicShutterControl Automatic,Manual(1/7.5to1/15000sec).",text_extraction_agent,raw_text
"The product provides irisControl Automatic,Open,Closed,P-iris.",text_extraction_agent,raw_text
"The product provides day/NightControl Automatic,Manual,External.",text_extraction_agent,raw_text
"The product provides flickerControl 60Hz,50Hz.",text_extraction_agent,raw_text
"The product provides whiteBalance Automatic,Manual.",text_extraction_agent,raw_text
The product provides backlightCompensation Adjustable.,text_extraction_agent,raw_text
"The product provides imageRotation 0°,90°,180°,270°includingCorridorMode.",text_extraction_agent,raw_text
The product provides privacyZones Upto64zones.,text_extraction_agent,raw_text
The product provides electronicImageStabilization Yes.,text_extraction_agent,raw_text
The product provides nETWORK.,text_extraction_agent,raw_text
"The product provides network 100BASE-TXforH6A,1000BASE-TforH6X.",text_extraction_agent,raw_text
The product provides cabling CAT5e.,text_extraction_agent,raw_text
The product provides connector RJ-45.,text_extraction_agent,raw_text
"The product provides oNVIF ONVIF®complianceProfileS,ProfileT,ProfileMandProfileG(www.onvif.org).",text_extraction_agent,raw_text
"The product provides security Passwordprotection,HTTPSencryption,digestauthentication,WSauthentication,useraccesslog,802.1xportbased.",text_extraction_agent,raw_text
"The product provides authentication,FIPS140-2L1(withoptionalcameralicense),onboardFIPS140-2L3certifiedTPM,SecureBoot,Signed.",text_extraction_agent,raw_text
The product provides andencryptedfirmware.,text_extraction_agent,raw_text
"The product provides protocols IPv6,IPv4,HTTP,HTTPS,SOAP,DNS,NTP,RTSP,RTCP,RTP,TCP,UDP,IGMPv3,ICMP,DHCP,Zeroconf,HSTS,QoS,.",text_extraction_agent,raw_text
The product provides dSCP.,text_extraction_agent,raw_text
"The product provides streamingProtocols RTP/UDP,RTP/UDPmulticast,RTP/RTSP/TCP,RTP/RTSP/HTTP/TCP,RTP/RTSP/HTTPS/TCP,HTTP,SRTP.",text_extraction_agent,raw_text
"The product provides deviceManagement SNMPv2c,SNMPv3.",text_extraction_agent,raw_text
The product provides protocols.,text_extraction_agent,raw_text
The product provides pERIPHERALS.,text_extraction_agent,raw_text
The product provides uSBPort USB2.0.,text_extraction_agent,raw_text
The product provides onboardStorage3 TwomicroSD/microSDHC/microSDXCslots–videospeedclasscardrequired.ClassV10orbetterrecommended.,text_extraction_agent,raw_text
The product provides 3Testedmaximumcapacityis1.5TB.,text_extraction_agent,raw_text
The product provides aUXILIARYI/O.,text_extraction_agent,raw_text
"The product provides audioCompressionMethod G.711PCM8kHz,Opus.",text_extraction_agent,raw_text
The product provides audioInput/Output Linelevelinputandoutput.,text_extraction_agent,raw_text
"The product provides externalI/OTerminals 1xRelayIn,1xRelayOut,1x12VDCoutat50mA.",text_extraction_agent,raw_text
"The product provides microphone Built-inmicrophoneforaudioanalytics,forcertainvariants,withphysicaldisableswitch.",text_extraction_agent,raw_text
The product provides mECHANICAL SURFACEMOUNT IN-CEILINGMOUNT PENDANTMOUNT.,text_extraction_agent,raw_text
"The product provides dimensions(DxH) 182mmx132mm;7.16""x5.19"" 219mmx198mm;8.62""x7.79"" 182mmx190mm;7.16""x7.48"".",text_extraction_agent,raw_text
"The product provides accessoryOnlyDimensions N/A 219mmx115mm;8.62""x4.52"" 155mmx65mm;6.1""x2.55"".",text_extraction_agent,raw_text
The product provides (DxH).,text_extraction_agent,raw_text
The product provides weight Indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.,text_extraction_agent,raw_text
The product provides dome.,text_extraction_agent,raw_text
The product provides outdoor 1.59kg;3.5lbs 1.99kg;4.38lbs 2.01kg;4.43lbs.,text_extraction_agent,raw_text
The product provides dome.,text_extraction_agent,raw_text
The product provides domeBubble Polycarbonate Polycarbonate Polycarbonate.,text_extraction_agent,raw_text
The product provides body Polycarbonateandaluminum Polycarbonateandaluminum Polycarbonateandaluminum.,text_extraction_agent,raw_text
The product provides housing Surfacemount Recessedmount Pendantmount.,text_extraction_agent,raw_text
The product provides finish Indoor Plasticinjectionmoldgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey&plastic.,text_extraction_agent,raw_text
The product provides dome (Pantone427C)&Powdercoat injectionmoldgrey(Pantone.,text_extraction_agent,raw_text
The product provides black 427C).,text_extraction_agent,raw_text
The product provides outdoor Powdercoatgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey(Pantone427C).,text_extraction_agent,raw_text
The product provides dome (Pantone427C)&Powdercoat.,text_extraction_agent,raw_text
The product provides black.,text_extraction_agent,raw_text
"The product provides adjustmentRange Pan360°,Azimuth349°,Tilt92°.",text_extraction_agent,raw_text
The product provides eLECTRICAL.,text_extraction_agent,raw_text
The product provides powerConsumption 25W(18WwithnoIRorIRdisabled).,text_extraction_agent,raw_text
The product provides powerSource PoE IEEE802.3afClass3.,text_extraction_agent,raw_text
The product provides poE+ IEEE802.3atClass4.,text_extraction_agent,raw_text
The product provides iR Illumination PoE IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerand.,text_extraction_agent,raw_text
The product provides behavior 25%powerifbelow-25°C(-13°F).,text_extraction_agent,raw_text
The product provides poE+ IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerifthe.,text_extraction_agent,raw_text
The product provides temperatureisbetween55°C(131°F)and65°C(149°F)and50%powerifbelow-25°C(-13°F).,text_extraction_agent,raw_text
The product provides externalPower 12-24VDC+/-10%.,text_extraction_agent,raw_text
The product provides rTCBackupBattery 3Vmanganeselithium.,text_extraction_agent,raw_text
"The product provides memory 4GBRAM,4GBFlash.",text_extraction_agent,raw_text
The product provides redundantPower SeamlessfailoverbetweenPoEandAuxandbackwithoutinterruptincameraoperation(forH6Xonly).,text_extraction_agent,raw_text
The product provides eNVIRONMENTAL INDOORDOME OUTDOORDOME.,text_extraction_agent,raw_text
The product provides operating PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,text_extraction_agent,raw_text
The product provides temperature 131°F).,text_extraction_agent,raw_text
The product provides with -10°Cto+55°C(-14°Fto -50°Cto+65°C(-58°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,text_extraction_agent,raw_text
The product provides external 131°F) PoE+).,text_extraction_agent,raw_text
The product provides poweror.,text_extraction_agent,raw_text
The product provides poE+.,text_extraction_agent,raw_text
The product provides startup PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,text_extraction_agent,raw_text
The product provides temperature 131°F).,text_extraction_agent,raw_text
The product provides with -10°Cto+55°C(-14°Fto -40°Cto+65°C(-40°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,text_extraction_agent,raw_text
The product provides external 131°F) PoE+).,text_extraction_agent,raw_text
The product provides poweror.,text_extraction_agent,raw_text
The product provides poE+.,text_extraction_agent,raw_text
The product provides absoluteMaximum 74°C(165°F)perNEMATS2(Temp.)para2.2.7.2-2.2.7.7.,text_extraction_agent,raw_text
The product provides temperature.,text_extraction_agent,raw_text
The product provides eNVIRONMENTAL INDOORDOME OUTDOORDOME.,text_extraction_agent,raw_text
The product provides storageTemperature -10°Cto+70°C(14°Fto158°F).,text_extraction_agent,raw_text
The product provides humidity 0-95%non-condensing.,text_extraction_agent,raw_text
The product provides cERTIFICATIONS.,text_extraction_agent,raw_text
"The product provides certifications/Approvals UL,cUL,FCC,IC,Z-Wave.",text_extraction_agent,raw_text
"The product provides safetyStandards UL62368-1,CSA62368-1,IEC/EN62368-1,IEC62471,UL2043Plenum4.",text_extraction_agent,raw_text
"The product provides environmental IEC60529IP66,IP67,IP68(1.8mdepthfor2hours),NEMA4X,IEC60068-2Shock&Vibration,NEMATS2Sec2.2.7-.",text_extraction_agent,raw_text
"The product provides standards/Ratings 2.2.9,IK11.",text_extraction_agent,raw_text
"The product provides electromagneticEmissions FCCPart15SubpartBClassB,ICES-003ClassB.",text_extraction_agent,raw_text
The product provides standards.,text_extraction_agent,raw_text
The product provides electromagneticImmunity N/A.,text_extraction_agent,raw_text
The product provides standards.,text_extraction_agent,raw_text
"The product provides radio FCCPart15SubpartC,FCCKDB447498,RSS-210,RSS-102.",text_extraction_agent,raw_text
The product provides warranty Limited5YearWarranty(avigilon.com/warranty).,text_extraction_agent,raw_text
The product provides 4Onlyappliestothein-ceilingcameramodels.,text_extraction_agent,raw_text
The product provides analytics Specifications.,text_extraction_agent,raw_text
The product provides sUPPORTEDANALYTICSEVENTS1.,text_extraction_agent,raw_text
The product provides objectsinArea Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.Thiseventcanbeusedtocount.,text_extraction_agent,raw_text
The product provides objects.,text_extraction_agent,raw_text
The product provides objectLoitering Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.,text_extraction_agent,raw_text
The product provides amountoftime.,text_extraction_agent,raw_text
The product provides objectsCrossingBeam Theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.,text_extraction_agent,raw_text
The product provides thecamera’sfieldofview.Thebeamcanbeunidirectionalorbidirectional.,text_extraction_agent,raw_text
The product provides objectAppearsorEnters Theeventistriggeredbyeachobjectthatenterstheregionofinterest.,text_extraction_agent,raw_text
The product provides area.,text_extraction_agent,raw_text
The product provides objectNotPresentinArea Theeventistriggeredwhennoobjectsarepresentintheregionofinterest.,text_extraction_agent,raw_text
The product provides objectsEnterArea Theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest.,text_extraction_agent,raw_text
The product provides objectsLeaveArea Theeventistriggeredwhenthespecifiednumberofobjectshavelefttheregionofinterest.,text_extraction_agent,raw_text
The product provides objectStopsinArea Theeventistriggeredwhenanobjectmovesintoaregionofinterestandthenstopsmovingforthespecifiedthreshold.,text_extraction_agent,raw_text
The product provides time.,text_extraction_agent,raw_text
The product provides directionViolated Theeventistriggeredwhenanobjectmovesintheprohibiteddirectionoftravel.,text_extraction_agent,raw_text
"The product provides smartMotionRule Eventsaresentforperson(includingcrawling)andvehiclepresent,againstdefaultunchangeableparameters.",text_extraction_agent,raw_text
The product provides tamperDetection Theeventistriggeredwhenthesceneunexpectedlychanges.,text_extraction_agent,raw_text
The product provides crowdSize Thiseventistriggeredwhenthenumberofpeopleisexceededoveraconfigurableduration.,text_extraction_agent,raw_text
The product provides unusualCrowdGrowth Thiseventistriggeredwhenacrowdsizegrowsunexpectedly.,text_extraction_agent,raw_text
The product provides unusualCrowdSize Thiseventistriggeredwhenanunusualcrowdsizeisdetected.,text_extraction_agent,raw_text
"The product provides 1Analyticscapabilities,includingdetectionrange,mayvarybycameraline.PleaseconsulttheAvigilonSelf-LearningVideoAnalyticsDesignGuidefor.",text_extraction_agent,raw_text
The product provides details.,text_extraction_agent,raw_text
The product provides sUPPORTEDCLASSIFIEDOBJECTTYPES.,text_extraction_agent,raw_text
"The product provides objectTypesinOutdoor Vehicle,sub-types:Car,PickupTruck,LargeTruck,Van,Bicycle,Motorcycle,Bus.",text_extraction_agent,raw_text
The product provides mode Person.,text_extraction_agent,raw_text
The product provides objectTypesinIndoor Person.,text_extraction_agent,raw_text
The product provides mode.,text_extraction_agent,raw_text
The product provides tEACHBYEXAMPLE.,text_extraction_agent,raw_text
"The product provides teachByExample Yes,whenusedwithAvigilonControlCenter™orAvigilonUnityVideo.",text_extraction_agent,raw_text
The product provides sUPPORTEDAUDIOANALYTICSEVENTS.,text_extraction_agent,raw_text
The product provides scream Upto15meters.,text_extraction_agent,raw_text
The product provides glassBreak Upto15meters.,text_extraction_agent,raw_text
The product provides carAlarm Upto30meters.,text_extraction_agent,raw_text
The product provides smokeAlarm Upto15meters.,text_extraction_agent,raw_text
The product provides dogBark Upto15meters.,text_extraction_agent,raw_text
The product provides tireScreech2 Upto15meters.,text_extraction_agent,raw_text
The product provides loudNoise Upto40meters.,text_extraction_agent,raw_text
The product provides ultrasonicPanicAlarm3 Upto40meters.,text_extraction_agent,raw_text
The product provides 2Thedetectionrangeislimitedtoupto8metersinloudenvironments.,text_extraction_agent,raw_text
The product provides 3Thedetectionrangeisinfluencedbythequalityandpowerofthedeviceusedtocreatethepanicalarm.,text_extraction_agent,raw_text
The product provides aVIGILONSOFTWARESUPPORTEDFEATURES.,text_extraction_agent,raw_text
The product provides avigilonUnityVideo8.4or AlladvancedZ-Wavecompatibilityfeatures.,text_extraction_agent,raw_text
The product provides higher.,text_extraction_agent,raw_text
The product provides avigilonUnityVideo8.0or Allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesub-typesasclassifiedobjects.Appearance.,text_extraction_agent,raw_text
The product provides higher searchwhenpairedwithappropriateserverhardware.UnusualActivityDetection.H.265supported.Audioanalytics.,text_extraction_agent,raw_text
The product provides crowdanalytics.Classifiedobjectprivacymasking.,text_extraction_agent,raw_text
The product provides aCCVersion7.2orhigher Allsupportedanalyticeventswithpeopleandvehiclesasclassifiedobjects.Appearancesearchwhenpairedwith.,text_extraction_agent,raw_text
The product provides appropriateserverhardware.UnusualActivityDetection.H.265supported.,text_extraction_agent,raw_text
The product provides outline Dimensions.,text_extraction_agent,raw_text
The product provides dome Camera with Surface Mount.,text_extraction_agent,raw_text
The product provides (H6XPDomecamera+providedsurfacemount).,text_extraction_agent,raw_text
The product provides [X.XX] INCHES.,text_extraction_agent,raw_text
The product provides x.X MM.,text_extraction_agent,raw_text
The product provides dome Camera with In-Ceiling Mount.,text_extraction_agent,raw_text
The product provides (H6XPDomecamera+CLADP-1001).,text_extraction_agent,raw_text
The product provides dome Camera WITH NPT Adapter.,text_extraction_agent,raw_text
The product provides (H6XPDomecamera+H6A-MT-NPTA1).,text_extraction_agent,raw_text
The product provides dome Camera WITH NPT Adapter and Pendant wall mount.,text_extraction_agent,raw_text
The product provides (H6XPDomecamera+H6A-MT-NPTA1+WLMT-1021).,text_extraction_agent,raw_text
The product provides z-Wave Sensors.,text_extraction_agent,raw_text
The product provides z-WaveDoorContactSensor(SM810).,text_extraction_agent,raw_text
The product provides z-WaveOutdoorMotionSensor(SP816).,text_extraction_agent,raw_text
The product provides z-WaveIndoorMotionSensor(SP817).,text_extraction_agent,raw_text
The product provides z-WavePanicButton(AC136).,text_extraction_agent,raw_text
The product provides ordering Information.,text_extraction_agent,raw_text
The product provides mOUNTINGSCENARIO ORDERINGINFORMATION.,text_extraction_agent,raw_text
The product provides pendantWallMount Orderoneof:.,text_extraction_agent,raw_text
The product provides l Indoororoutdoorsurfacemount.,text_extraction_agent,raw_text
The product provides camera.,text_extraction_agent,raw_text
The product provides l H6A-MT-NPTA1.,text_extraction_agent,raw_text
The product provides l WLMT-1021.,text_extraction_agent,raw_text
The product provides optional:.,text_extraction_agent,raw_text
The product provides l PLMT-1001(Polemountadapter).,text_extraction_agent,raw_text
The product provides l CRNMT-1001(Cornermountadapter).,text_extraction_agent,raw_text
The product provides pendantNPTMount Orderoneof:.,text_extraction_agent,raw_text
The product provides l Indoororoutdoorsurfacemount.,text_extraction_agent,raw_text
The product provides camera.,text_extraction_agent,raw_text
The product provides l H6A-MT-NPTA1.,text_extraction_agent,raw_text
The product provides surfaceMount Orderoneof:.,text_extraction_agent,raw_text
The product provides l Indoororoutdoorsurfacemount.,text_extraction_agent,raw_text
The product provides camera.,text_extraction_agent,raw_text
The product provides optional:.,text_extraction_agent,raw_text
The product provides l DMSLD-1001(weathershield).,text_extraction_agent,raw_text
The product provides in-CeilingMount Orderoneof:.,text_extraction_agent,raw_text
The product provides l Indoororoutdoorin-ceilingmount.,text_extraction_agent,raw_text
The product provides camera.,text_extraction_agent,raw_text
The product provides l CLADP-1001.,text_extraction_agent,raw_text
The product provides optional:.,text_extraction_agent,raw_text
The product provides l CLPNL-1011(metalceilingpanel).,text_extraction_agent,raw_text
The product provides dome Camera.,text_extraction_agent,raw_text
The product provides mODEL MP WDR LIGHTCATCHER LENS IR ANALYTICS HDSM MICROPHONE.,text_extraction_agent,raw_text
The product provides tECHNOLOGY SMARTCODEC.,text_extraction_agent,raw_text
The product provides 4.4-9.3.,text_extraction_agent,raw_text
The product provides 4.0C-H6XP-DO1-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text
The product provides 10.9-29.,text_extraction_agent,raw_text
The product provides 4.0C-H6XP-DO2-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text
The product provides 4.4-9.3.,text_extraction_agent,raw_text
The product provides 8.0C-H6XP-DO1-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text
The product provides 10.9-29.,text_extraction_agent,raw_text
The product provides 8.0C-H6XP-DO2-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text
The product provides z-Wave Sensors.,text_extraction_agent,raw_text
The product provides sM810-NA-AVO Z-Wavedoorcontactsensor.,text_extraction_agent,raw_text
The product provides sP816-NA-AVO Z-Waveoutdoormotionsensor.,text_extraction_agent,raw_text
The product provides sP817-NA-AVO Z-Waveindoormotionsensor.,text_extraction_agent,raw_text
The product provides aC136-NA-AVO Z-Wavepanicbutton.,text_extraction_agent,raw_text
The product provides dome Camera Accessories.,text_extraction_agent,raw_text
The product provides h6A-MT-NPTA1 PendantNPTadapter.,text_extraction_agent,raw_text
"The product provides wLMT-1021 Pendantwallarm,1.5""NPTfemale,20cm(7.8"")long.",text_extraction_agent,raw_text
The product provides cLADP-1001 In-Ceilingadapter.,text_extraction_agent,raw_text
The product provides cLPNL-1011 Metalceilingpanelforsuspendedceilinginstallations.,text_extraction_agent,raw_text
The product provides dMSLD-1001 Weathershieldfordomecameras.,text_extraction_agent,raw_text
The product provides dMBBL-1001 Replacementcleardomebubble.,text_extraction_agent,raw_text
The product provides dMBBL-1011 ReplacementIRdomebubble.,text_extraction_agent,raw_text
"The product provides dMSBL-1001 Optionalsmokeddomebubble,notcompatiblewiththeIRcameras.",text_extraction_agent,raw_text
"The product provides gROM-1001 Camerasealinggrommet,packof10.",text_extraction_agent,raw_text
"The product provides gROM-1011 Pipesealinggrommet,packof10.",text_extraction_agent,raw_text
The product provides pLMT-1001 Polemountadapter.,text_extraction_agent,raw_text
The product provides cRNMT-1001 Cornermountadapter.,text_extraction_agent,raw_text
The product provides cAM-FIPS CameralicensetoenableFIPScryptographicmodule.,text_extraction_agent,raw_text
The product provides support.,text_extraction_agent,raw_text
"The product provides forproductsupport,visit:avigilon.comorsales@avigilon.com.",text_extraction_agent,raw_text
"The product provides to learn more, visit: avigilon.com.",text_extraction_agent,raw_text
"The product provides motorolaSolutions,Inc.500WestMonroeStreet,Chicago,IL60661U.S.A.motorolasolutions.com.",text_extraction_agent,raw_text
"The product provides ©2025,AvigilonCorporation.Allrightsreserved.MOTOROLA,MOTO,MOTOROLASOLUTIONSandtheStylizedMLogoaretrademarksorregisteredtrademarksof.",text_extraction_agent,raw_text
"The product provides motorolaTrademarkHoldings,LLCandareusedunderlicense.Allothertrademarksarethepropertyoftheirrespectiveowners.",text_extraction_agent,raw_text
The product provides 20250908-enRev2.,text_extraction_agent,raw_text
