feature,source_strategy,source_kind,normalized_feature
The product provides rotation: 180°.,text_extraction_agent,raw_text,the product provides rotation: 180°.
The product provides standard video settings.,text_extraction_agent,raw_text,the product provides standard video settings.
"The product provides compression H.265, H.264 Historical Video Settings Adaptive quality1.",text_extraction_agent,raw_text,"the product provides compression h.265, h.264 historical video settings adaptive quality1."
"The product provides high quality (HQ): Up to 3,000 Kbps (default).",text_extraction_agent,raw_text,"the product provides high quality (hq): up to 3,000 kbps (default)."
The product provides frame Rate3 24fps Live Streaming Settings.,text_extraction_agent,raw_text,the product provides frame rate3 24fps live streaming settings.
The product provides standard quality (SQ): Up to 600 Kbps.,text_extraction_agent,raw_text,the product provides standard quality (sq): up to 600 kbps.
The product provides standard audio settings.,text_extraction_agent,raw_text,the product provides standard audio settings.
The product provides audio Not Supported.,text_extraction_agent,raw_text,the product provides audio not supported.
The product provides power and network.,text_extraction_agent,raw_text,the product provides power and network.
The product provides with IR: IEEE 802.3af Type 1 PoE.,text_extraction_agent,raw_text,the product provides with ir: ieee 802.3af type 1 poe.
The product provides rJ-45 cable connector for network/PoE.,text_extraction_agent,raw_text,the product provides rj-45 cable connector for network/poe.
The product provides power Input4 Without IR: IEEE 802.3af Type 1 PoE Connectivity.,text_extraction_agent,raw_text,the product provides power input4 without ir: ieee 802.3af type 1 poe connectivity.
The product provides connection; 10 / 100 Mbps.,text_extraction_agent,raw_text,the product provides connection; 10 / 100 mbps.
The product provides extended temperature range: N/A.,text_extraction_agent,raw_text,the product provides extended temperature range: n/a.
The product provides rTSP 1.0.,text_extraction_agent,raw_text,the product provides rtsp 1.0.
"The product provides with IR: 37-57V, 0.23-0.15A, 8.6W.",text_extraction_agent,raw_text,"the product provides with ir: 37-57v, 0.23-0.15a, 8.6w."
The product provides rFC 2326.,text_extraction_agent,raw_text,the product provides rfc 2326.
"The product provides power Consumption4 Without IR: 37-57V, 0.11-0.07A, 4.3W RTSP.",text_extraction_agent,raw_text,"the product provides power consumption4 without ir: 37-57v, 0.11-0.07a, 4.3w rtsp."
The product provides max concurrent streams: 2.,text_extraction_agent,raw_text,the product provides max concurrent streams: 2.
The product provides audio support: No.,text_extraction_agent,raw_text,the product provides audio support: no.
"The product provides 1. All our cameras record in ""adaptive quality,"" capturing both standard (SQ) and high quality (HQ) streams. SQ video is stored up to the amount of retention specifi ed by.",text_extraction_agent,raw_text,"the product provides 1. all our cameras record in ""adaptive quality,"" capturing both standard (sq) and high quality (hq) streams. sq video is stored up to the amount of retention specifi ed by."
"The product provides the customer. The amount of HQ video stored on the camera will depend on the amount of motion detected by the camera over time. To learn more, visit our website:.",text_extraction_agent,raw_text,"the product provides the customer. the amount of hq video stored on the camera will depend on the amount of motion detected by the camera over time. to learn more, visit our website:."
The product provides https://docs.verkada.com/docs/adaptive-quality-recording-whitepaper.pdf.,text_extraction_agent,raw_text,the product provides https://docs.verkada.com/docs/adaptive-quality-recording-whitepaper.pdf.
"The product provides 2. Lens Distortion Correction (LDC) crops the sensor fi eld of view to deliver a rectifi ed, undistorted output image.",text_extraction_agent,raw_text,"the product provides 2. lens distortion correction (ldc) crops the sensor fi eld of view to deliver a rectifi ed, undistorted output image."
The product provides 3. Frame rate can be adjusted by support.,text_extraction_agent,raw_text,the product provides 3. frame rate can be adjusted by support.
The product provides 4. Extended temperature range includes operating temperatures below -10°C / 14°F and assumes IR will be enabled.,text_extraction_agent,raw_text,the product provides 4. extended temperature range includes operating temperatures below -10°c / 14°f and assumes ir will be enabled.
The product provides www.verkada.com sales@verkada.com 2.,text_extraction_agent,raw_text,the product provides www.verkada.com sales@verkada.com 2.
The product provides general.,text_extraction_agent,raw_text,the product provides general.
The product provides operating Temperature -10°C to 50°C / 14°F to 122°F LED Indicator System power and status indicator.,text_extraction_agent,raw_text,the product provides operating temperature -10°c to 50°c / 14°f to 122°f led indicator system power and status indicator.
The product provides humidity 0 to 90% Warranty 5 Years.,text_extraction_agent,raw_text,the product provides humidity 0 to 90% warranty 5 years.
"The product provides fCC, ICES, CE, UKCA, RCM, CB,.",text_extraction_agent,raw_text,"the product provides fcc, ices, ce, ukca, rcm, cb,."
"The product provides vCCI, KCC, BIS, NOM, UL/cUL/IEC Setup guide, T10 security torx screwdriver,.",text_extraction_agent,raw_text,"the product provides vcci, kcc, bis, nom, ul/cul/iec setup guide, t10 security torx screwdriver,."
The product provides certifi cations Included Accessories.,text_extraction_agent,raw_text,the product provides certifi cations included accessories.
"The product provides 62368-1, IK08 impact rating, FY2019 screw pack, mounting template.",text_extraction_agent,raw_text,"the product provides 62368-1, ik08 impact rating, fy2019 screw pack, mounting template."
The product provides nDAA compliant.,text_extraction_agent,raw_text,the product provides ndaa compliant.
The product provides mechanical.,text_extraction_agent,raw_text,the product provides mechanical.
The product provides camera: 608g / 21.45oz.,text_extraction_agent,raw_text,the product provides camera: 608g / 21.45oz.
"The product provides weight Body Aluminum, plastic dome trim.",text_extraction_agent,raw_text,"the product provides weight body aluminum, plastic dome trim."
The product provides mountplate: 140g / 4.94oz.,text_extraction_agent,raw_text,the product provides mountplate: 140g / 4.94oz.
"The product provides ø: 146.0mm / 5.75in, H: 104.3mm / 4.11in.",text_extraction_agent,raw_text,"the product provides ø: 146.0mm / 5.75in, h: 104.3mm / 4.11in."
The product provides with mount plate.,text_extraction_agent,raw_text,the product provides with mount plate.
The product provides dimensions.,text_extraction_agent,raw_text,the product provides dimensions.
"The product provides ø: 146.0mm / 5.75in, H: 99.8mm / 3.93in.",text_extraction_agent,raw_text,"the product provides ø: 146.0mm / 5.75in, h: 99.8mm / 3.93in."
The product provides without mount plate.,text_extraction_agent,raw_text,the product provides without mount plate.
The product provides software capabilities.,text_extraction_agent,raw_text,the product provides software capabilities.
"The product provides camera status, motion detection,.",text_extraction_agent,raw_text,"the product provides camera status, motion detection,."
"The product provides cloud backup, confi gurable retention days,.",text_extraction_agent,raw_text,"the product provides cloud backup, confi gurable retention days,."
"The product provides people detection, vehicle detection,.",text_extraction_agent,raw_text,"the product provides people detection, vehicle detection,."
"The product provides alerts Streaming and Storage selectable storage location, low bandwidth.",text_extraction_agent,raw_text,"the product provides alerts streaming and storage selectable storage location, low bandwidth."
"The product provides crowd detection, line-crossing.",text_extraction_agent,raw_text,"the product provides crowd detection, line-crossing."
"The product provides mode, timelapse, RTSP.",text_extraction_agent,raw_text,"the product provides mode, timelapse, rtsp."
"The product provides detection, loitering detection.",text_extraction_agent,raw_text,"the product provides detection, loitering detection."
"The product provides live links, live face blur, privacy regions,.",text_extraction_agent,raw_text,"the product provides live links, live face blur, privacy regions,."
"The product provides people Analytics Motion search, trajectory analysis Sharing and Privacy.",text_extraction_agent,raw_text,"the product provides people analytics motion search, trajectory analysis sharing and privacy."
The product provides audit log.,text_extraction_agent,raw_text,the product provides audit log.
"The product provides vehicle Analytics Motion search, trajectory analysis.",text_extraction_agent,raw_text,"the product provides vehicle analytics motion search, trajectory analysis."
The product provides www.verkada.com sales@verkada.com 3.,text_extraction_agent,raw_text,the product provides www.verkada.com sales@verkada.com 3.
The product provides 104.3mm.,text_extraction_agent,raw_text,the product provides 104.3mm.
The product provides 4.11in.,text_extraction_agent,raw_text,the product provides 4.11in.
The product provides 146.0mm / 5.75in.,text_extraction_agent,raw_text,the product provides 146.0mm / 5.75in.
The product provides ordering Information.,text_extraction_agent,raw_text,the product provides ordering information.
The product provides cD22 pricing.,text_extraction_agent,raw_text,the product provides cd22 pricing.
The product provides maximum People/.,text_extraction_agent,raw_text,the product provides maximum people/.
The product provides onboard Cost.,text_extraction_agent,raw_text,the product provides onboard cost.
The product provides model Number MP1 WDR Lens IR Range Storage SQ Onboard Vehicle (MSRP) USD.,text_extraction_agent,raw_text,the product provides model number mp1 wdr lens ir range storage sq onboard vehicle (msrp) usd.
The product provides retention1 Analytics.,text_extraction_agent,raw_text,the product provides retention1 analytics.
The product provides cD22-256-HW 3MP Fixed 10m / 33ft 256GB 30 Days – $599.,text_extraction_agent,raw_text,the product provides cd22-256-hw 3mp fixed 10m / 33ft 256gb 30 days – $599.
The product provides cD22-512-HW 3MP Fixed 10m / 33ft 512GB 60 Days – $999.,text_extraction_agent,raw_text,the product provides cd22-512-hw 3mp fixed 10m / 33ft 512gb 60 days – $999.
"The product provides cD22-768-HW 3MP Fixed 10m / 33ft 768GB 90 Days – $1,399.",text_extraction_agent,raw_text,"the product provides cd22-768-hw 3mp fixed 10m / 33ft 768gb 90 days – $1,399."
"The product provides 1. All our cameras record in ""adaptive quality,"" capturing both standard and high quality streams. Standard quality (SQ) video is stored up to the amount of retention specified by.",text_extraction_agent,raw_text,"the product provides 1. all our cameras record in ""adaptive quality,"" capturing both standard and high quality streams. standard quality (sq) video is stored up to the amount of retention specified by."
"The product provides the customer. The amount of high quality video stored on the camera will depend on the amount of motion detected by the camera over time. To learn more, visit our website:.",text_extraction_agent,raw_text,"the product provides the customer. the amount of high quality video stored on the camera will depend on the amount of motion detected by the camera over time. to learn more, visit our website:."
The product provides www.verkada.com sales@verkada.com 4.,text_extraction_agent,raw_text,the product provides www.verkada.com sales@verkada.com 4.
The product provides video Security Cloud License pricing (New/Capacity Increase).,text_extraction_agent,raw_text,the product provides video security cloud license pricing (new/capacity increase).
The product provides model Number Description Cost (MSRP) USD.,text_extraction_agent,raw_text,the product provides model number description cost (msrp) usd.
"The product provides lIC-CAM-1Y-CAP 1-Year Camera License, Capacity Increase $219.",text_extraction_agent,raw_text,"the product provides lic-cam-1y-cap 1-year camera license, capacity increase $219."
"The product provides lIC-CAM-3Y-CAP 3-Year Camera License, Capacity Increase $599.",text_extraction_agent,raw_text,"the product provides lic-cam-3y-cap 3-year camera license, capacity increase $599."
"The product provides lIC-CAM-5Y-CAP 5-Year Camera License, Capacity Increase $999.",text_extraction_agent,raw_text,"the product provides lic-cam-5y-cap 5-year camera license, capacity increase $999."
"The product provides lIC-CAM-10Y-CAP 10-Year Camera License, Capacity Increase $1,999.",text_extraction_agent,raw_text,"the product provides lic-cam-10y-cap 10-year camera license, capacity increase $1,999."
The product provides video Security Cloud License pricing (Renewal).,text_extraction_agent,raw_text,the product provides video security cloud license pricing (renewal).
"The product provides lIC-CAM-1Y-RNW 1-Year Camera License, Renewal $219.",text_extraction_agent,raw_text,"the product provides lic-cam-1y-rnw 1-year camera license, renewal $219."
"The product provides lIC-CAM-3Y-RNW 3-Year Camera License, Renewal $599.",text_extraction_agent,raw_text,"the product provides lic-cam-3y-rnw 3-year camera license, renewal $599."
"The product provides lIC-CAM-5Y-RNW 5-Year Camera License, Renewal $999.",text_extraction_agent,raw_text,"the product provides lic-cam-5y-rnw 5-year camera license, renewal $999."
"The product provides lIC-CAM-10Y-RNW 10-Year Camera License, Renewal $1,999.",text_extraction_agent,raw_text,"the product provides lic-cam-10y-rnw 10-year camera license, renewal $1,999."
The product provides www.verkada.com sales@verkada.com 5.,text_extraction_agent,raw_text,the product provides www.verkada.com sales@verkada.com 5.
The product provides accessories pricing.,text_extraction_agent,raw_text,the product provides accessories pricing.
The product provides aCC-CAM-SHIELD-1 Camera Weather Shield $79.,text_extraction_agent,raw_text,the product provides acc-cam-shield-1 camera weather shield $79.
The product provides aCC-MNT-ANGLE-1 Angle Mount $149.,text_extraction_agent,raw_text,the product provides acc-mnt-angle-1 angle mount $149.
The product provides aCC-MNT-ARM-1 Arm Mount $99.,text_extraction_agent,raw_text,the product provides acc-mnt-arm-1 arm mount $99.
The product provides aCC-MNT-CJBOX-1 Circle Junction Box Mount $109.,text_extraction_agent,raw_text,the product provides acc-mnt-cjbox-1 circle junction box mount $109.
The product provides aCC-MNT-CLIP-1 Tile Clip Mount $99.,text_extraction_agent,raw_text,the product provides acc-mnt-clip-1 tile clip mount $99.
The product provides aCC-MNT-CORNER-1 Corner Mount $199.,text_extraction_agent,raw_text,the product provides acc-mnt-corner-1 corner mount $199.
The product provides aCC-MNT-LBRAC-1 L-Bracket Mount $129.,text_extraction_agent,raw_text,the product provides acc-mnt-lbrac-1 l-bracket mount $129.
The product provides aCC-MNT-PEND-1 Pendant Cap Mount $69.,text_extraction_agent,raw_text,the product provides acc-mnt-pend-1 pendant cap mount $69.
The product provides aCC-MNT-POLE-1 Pole Mount $209.,text_extraction_agent,raw_text,the product provides acc-mnt-pole-1 pole mount $209.
The product provides aCC-MNT-REC-2 Recess Ceiling Mount $149.,text_extraction_agent,raw_text,the product provides acc-mnt-rec-2 recess ceiling mount $149.
"The product provides iNJ-POE-PLUS PoE Plus (802.3at Type 2) Injector, GigE $129.",text_extraction_agent,raw_text,"the product provides inj-poe-plus poe plus (802.3at type 2) injector, gige $129."
The product provides www.verkada.com sales@verkada.com 6.,text_extraction_agent,raw_text,the product provides www.verkada.com sales@verkada.com 6.
The product provides viewing Station pricing.,text_extraction_agent,raw_text,the product provides viewing station pricing.
The product provides vX52-HW VX52 Viewing Station $499.,text_extraction_agent,raw_text,the product provides vx52-hw vx52 viewing station $499.
The product provides viewing Station License pricing (New/Capacity Increase).,text_extraction_agent,raw_text,the product provides viewing station license pricing (new/capacity increase).
"The product provides lIC-VX-1Y-CAP 1-Year Viewing Station License, Capacity Increase $499.",text_extraction_agent,raw_text,"the product provides lic-vx-1y-cap 1-year viewing station license, capacity increase $499."
"The product provides lIC-VX-3Y-CAP 3-Year Viewing Station License, Capacity Increase $1,299.",text_extraction_agent,raw_text,"the product provides lic-vx-3y-cap 3-year viewing station license, capacity increase $1,299."
"The product provides lIC-VX-5Y-CAP 5-Year Viewing Station License, Capacity Increase $1,999.",text_extraction_agent,raw_text,"the product provides lic-vx-5y-cap 5-year viewing station license, capacity increase $1,999."
"The product provides lIC-VX-10Y-CAP 10-Year Viewing Station License, Capacity Increase $3,999.",text_extraction_agent,raw_text,"the product provides lic-vx-10y-cap 10-year viewing station license, capacity increase $3,999."
The product provides viewing Station License pricing (Renewal).,text_extraction_agent,raw_text,the product provides viewing station license pricing (renewal).
"The product provides lIC-VX-1Y-RNW 1-Year Viewing Station License, Renewal $499.",text_extraction_agent,raw_text,"the product provides lic-vx-1y-rnw 1-year viewing station license, renewal $499."
"The product provides lIC-VX-3Y-RNW 3-Year Viewing Station License, Renewal $1,299.",text_extraction_agent,raw_text,"the product provides lic-vx-3y-rnw 3-year viewing station license, renewal $1,299."
"The product provides lIC-VX-5Y-RNW 5-Year Viewing Station License, Renewal $1,999.",text_extraction_agent,raw_text,"the product provides lic-vx-5y-rnw 5-year viewing station license, renewal $1,999."
"The product provides lIC-VX-10Y-RNW 10-Year Viewing Station License, Renewal $3,999.",text_extraction_agent,raw_text,"the product provides lic-vx-10y-rnw 10-year viewing station license, renewal $3,999."
The product provides www.verkada.com sales@verkada.com 7.,text_extraction_agent,raw_text,the product provides www.verkada.com sales@verkada.com 7.
