feature,source_strategy,source_kind,normalized_feature
The product provides the product provides IMAGEPERFORMANCE 4.0MP 8.0MP(4KULTRAHD).,text_extraction_agent,raw_text,the product provides the product provides imageperformance 4.0mp 8.0mp(4kultrahd).
The product provides the product provides ImageSensor 1/1.8”progressivescanCMOS.,text_extraction_agent,raw_text,the product provides the product provides imagesensor 1/1.8”progressivescancmos.
"The product provides the product provides MaxResolution Primary (16:9)2688x1520,2560x1440,1920x1080 (16:9)3840x2160,3328x1872,3200x1800,3072x1728.",text_extraction_agent,raw_text,"the product provides the product provides maxresolution primary (16:9)2688x1520,2560x1440,1920x1080 (16:9)3840x2160,3328x1872,3200x1800,3072x1728."
"The product provides the product provides (HxV)and (4:3)1984x1488 (4:3)2880x2160,2560x1920.",text_extraction_agent,raw_text,"the product provides the product provides (hxv)and (4:3)1984x1488 (4:3)2880x2160,2560x1920."
The product provides the product provides AspectRatio.,text_extraction_agent,raw_text,the product provides the product provides aspectratio.
"The product provides the product provides Secondary (16:9)2688x1520*,1920x1080,1280x720,768x (16:9)3840x2160*,2560x1440,1920x1080,1280x720,.",text_extraction_agent,raw_text,"the product provides the product provides secondary (16:9)2688x1520*,1920x1080,1280x720,768x (16:9)3840x2160*,2560x1440,1920x1080,1280x720,."
"The product provides the product provides 432,640x360,512x288 768x432,640x360,512x288.",text_extraction_agent,raw_text,"the product provides the product provides 432,640x360,512x288 768x432,640x360,512x288."
"The product provides the product provides (4:3)1984x1488*,1920x1440,1600x1200,1280 (4:3)2880x2160*,2560x1920,2304x1728,1920x1440,.",text_extraction_agent,raw_text,"the product provides the product provides (4:3)1984x1488*,1920x1440,1600x1200,1280 (4:3)2880x2160*,2560x1920,2304x1728,1920x1440,."
"The product provides the product provides x960,768x576,640x480,512x384,384x288; 1600x1200,1280x960,768x576,640x480,512x384.",text_extraction_agent,raw_text,"the product provides the product provides x960,768x576,640x480,512x384,384x288; 1600x1200,1280x960,768x576,640x480,512x384."
"The product provides the product provides Tertiary (16:9)1280x720,768x432,640x360,512x288, (16:9)1920x10801280x720,768x432,640x360,512x.",text_extraction_agent,raw_text,"the product provides the product provides tertiary (16:9)1280x720,768x432,640x360,512x288, (16:9)1920x10801280x720,768x432,640x360,512x."
"The product provides the product provides 384x216 288,384x216.",text_extraction_agent,raw_text,"the product provides the product provides 384x216 288,384x216."
"The product provides the product provides (4:3)1280x960,800x600,640x480,512x384, (4:3)1920x1440,1600x1200,1280x960,800x600,640.",text_extraction_agent,raw_text,"the product provides the product provides (4:3)1280x960,800x600,640x480,512x384, (4:3)1920x1440,1600x1200,1280x960,800x600,640."
"The product provides the product provides 368x264 x480,512x384,384x288,368x264.",text_extraction_agent,raw_text,"the product provides the product provides 368x264 x480,512x384,384x288,368x264."
The product provides the product provides DynamicRange WDROff Upto83dB.,text_extraction_agent,raw_text,the product provides the product provides dynamicrange wdroff upto83db.
"The product provides the product provides WDROn Upto106dB(dualexposure,30fps)Upto136dB Upto130dB(dualexposure,30fps).",text_extraction_agent,raw_text,"the product provides the product provides wdron upto106db(dualexposure,30fps)upto136db upto130db(dualexposure,30fps)."
"The product provides the product provides (IEC62676) (tripleexposure,20fpsorless).",text_extraction_agent,raw_text,"the product provides the product provides (iec62676) (tripleexposure,20fpsorless)."
"The product provides the product provides WDROn Upto120dB(dualexposure,30fps)Upto144dB Upto144dB(dualexposure,20fpsorless).",text_extraction_agent,raw_text,"the product provides the product provides wdron upto120db(dualexposure,30fps)upto144db upto144db(dualexposure,20fpsorless)."
"The product provides the product provides (tripleexposure,20fpsorless).",text_extraction_agent,raw_text,"the product provides the product provides (tripleexposure,20fpsorless)."
The product provides the product provides MaxImageRate (50Hz/60Hz):50fps/60fpsinHighFrameRate (50Hz/60Hz):25fps/30fps.,text_extraction_agent,raw_text,the product provides the product provides maximagerate (50hz/60hz):50fps/60fpsinhighframerate (50hz/60hz):25fps/30fps.
"The product provides the product provides Mode1,otherwise25fps/30fps.",text_extraction_agent,raw_text,"the product provides the product provides mode1,otherwise25fps/30fps."
The product provides the product provides BandwidthManagement HDSMSmartCodectechnology;Idlescenemode.,text_extraction_agent,raw_text,the product provides the product provides bandwidthmanagement hdsmsmartcodectechnology;idlescenemode.
The product provides the product provides Signal-to-NoiseRatio(SNR) >50d.,text_extraction_agent,raw_text,the product provides the product provides signal-to-noiseratio(snr) >50d.
The product provides the product provides *Onlyavailableathalfframerateoftheprimarystream.,text_extraction_agent,raw_text,the product provides the product provides *onlyavailableathalfframerateoftheprimarystream.
The product provides the product provides 1MaxFrameRateof60fpsisonlyachievablewithHighFrameRatemodeenabled.HighFrameRatemodewilldisableanalytics.,text_extraction_agent,raw_text,the product provides the product provides 1maxframerateof60fpsisonlyachievablewithhighframeratemodeenabled.highframeratemodewilldisableanalytics.
The product provides the product provides LENSANDIR 4.4-9.3MM 10.9-29MM.,text_extraction_agent,raw_text,the product provides the product provides lensandir 4.4-9.3mm 10.9-29mm.
The product provides the product provides ILLUMINATION.,text_extraction_agent,raw_text,the product provides the product provides illumination.
The product provides the product provides IRIlluminationMaxDistance2 50m(164ft)fulltele 70m(230ft)fulltele.,text_extraction_agent,raw_text,the product provides the product provides irilluminationmaxdistance2 50m(164ft)fulltele 70m(230ft)fulltele.
The product provides the product provides (highpower850nmLEDs) 25m(82ft)fullwide 40m(131ft)fullwide.,text_extraction_agent,raw_text,the product provides the product provides (highpower850nmleds) 25m(82ft)fullwide 40m(131ft)fullwide.
The product provides the product provides Minimum 4MP WithIR:0luxinmonochromemode WithIR:0luxinmonochromemode.,text_extraction_agent,raw_text,the product provides the product provides minimum 4mp withir:0luxinmonochromemode withir:0luxinmonochromemode.
The product provides the product provides Illumination WithoutIR:0.003luxinmonochrome WithoutIR:0.004luxinmonochromemode;0.01luxincolormode.,text_extraction_agent,raw_text,the product provides the product provides illumination withoutir:0.003luxinmonochrome withoutir:0.004luxinmonochromemode;0.01luxincolormode.
The product provides the product provides mode;0.008luxincolormode.,text_extraction_agent,raw_text,the product provides the product provides mode;0.008luxincolormode.
The product provides the product provides 8MP WithIR:0luxinmonochromemode WithIR:0luxinmonochromemode.,text_extraction_agent,raw_text,the product provides the product provides 8mp withir:0luxinmonochromemode withir:0luxinmonochromemode.
The product provides the product provides WithoutIR:0.006luxinmonochrome WithoutIR:0.008luxinmonochromemode;0.03luxincolormode.,text_extraction_agent,raw_text,the product provides the product provides withoutir:0.006luxinmonochrome withoutir:0.008luxinmonochromemode;0.03luxincolormode.
The product provides the product provides mode;0.02luxincolormode.,text_extraction_agent,raw_text,the product provides the product provides mode;0.02luxincolormode.
The product provides the product provides HorizontalAngle 4MP (16:9)47°–111° (16:9)15°–42°.,text_extraction_agent,raw_text,the product provides the product provides horizontalangle 4mp (16:9)47°–111° (16:9)15°–42°.
The product provides the product provides ofViewBasedon (4:3)35°–78° (4:3)11°–31°.,text_extraction_agent,raw_text,the product provides the product provides ofviewbasedon (4:3)35°–78° (4:3)11°–31°.
The product provides the product provides 8MP (16:9)47°–109° (16:9)15°–42°.,text_extraction_agent,raw_text,the product provides the product provides 8mp (16:9)47°–109° (16:9)15°–42°.
The product provides the product provides (4:3)35°–78° (4:3)11°–31°.,text_extraction_agent,raw_text,the product provides the product provides (4:3)35°–78° (4:3)11°–31°.
The product provides the product provides VerticalAngleof 4MP&8 (16:9)26°–57° (16:9)9°–23°.,text_extraction_agent,raw_text,the product provides the product provides verticalangleof 4mp&8 (16:9)26°–57° (16:9)9°–23°.
The product provides the product provides ViewBasedon MP (4:3)26°–57° (4:3)9°–23°.,text_extraction_agent,raw_text,the product provides the product provides viewbasedon mp (4:3)26°–57° (4:3)9°–23°.
The product provides the product provides MaxAperture F1.3 F1.7.,text_extraction_agent,raw_text,the product provides the product provides maxaperture f1.3 f1.7.
"The product provides the product provides Control RemoteZoomandFocus,Autofocus,IRCutFilter.",text_extraction_agent,raw_text,"the product provides the product provides control remotezoomandfocus,autofocus,ircutfilter."
The product provides the product provides 2IRilluminationpowermaybereducedathigheroperatingtemperatures.,text_extraction_agent,raw_text,the product provides the product provides 2irilluminationpowermaybereducedathigheroperatingtemperatures.
The product provides the product provides IMAGECONTROL.,text_extraction_agent,raw_text,the product provides the product provides imagecontrol.
"The product provides the product provides ImageCompressionMethod H.264HDSMSmartCodec,H.265HDSMSmartCodec,MotionJPEG.",text_extraction_agent,raw_text,"the product provides the product provides imagecompressionmethod h.264hdsmsmartcodec,h.265hdsmsmartcodec,motionjpeg."
"The product provides the product provides Streaming Multi-streamH.264,Multi-streamH.265,MotionJPEG.",text_extraction_agent,raw_text,"the product provides the product provides streaming multi-streamh.264,multi-streamh.265,motionjpeg."
The product provides the product provides MotionDetection Pixelmotion:Selectablesensitivityandthreshold.Classifiedobjectdetection.,text_extraction_agent,raw_text,the product provides the product provides motiondetection pixelmotion:selectablesensitivityandthreshold.classifiedobjectdetection.
The product provides the product provides CameraTamperDetection Yes.,text_extraction_agent,raw_text,the product provides the product provides cameratamperdetection yes.
"The product provides the product provides ElectronicShutterControl Automatic,Manual(1/7.5to1/15000sec).",text_extraction_agent,raw_text,"the product provides the product provides electronicshuttercontrol automatic,manual(1/7.5to1/15000sec)."
"The product provides the product provides IrisControl Automatic,Open,Closed,P-iris.",text_extraction_agent,raw_text,"the product provides the product provides iriscontrol automatic,open,closed,p-iris."
"The product provides the product provides Day/NightControl Automatic,Manual,External.",text_extraction_agent,raw_text,"the product provides the product provides day/nightcontrol automatic,manual,external."
"The product provides the product provides FlickerControl 60Hz,50Hz.",text_extraction_agent,raw_text,"the product provides the product provides flickercontrol 60hz,50hz."
"The product provides the product provides WhiteBalance Automatic,Manual.",text_extraction_agent,raw_text,"the product provides the product provides whitebalance automatic,manual."
The product provides the product provides BacklightCompensation Adjustable.,text_extraction_agent,raw_text,the product provides the product provides backlightcompensation adjustable.
"The product provides the product provides ImageRotation 0°,90°,180°,270°includingCorridorMode.",text_extraction_agent,raw_text,"the product provides the product provides imagerotation 0°,90°,180°,270°includingcorridormode."
The product provides the product provides PrivacyZones Upto64zones.,text_extraction_agent,raw_text,the product provides the product provides privacyzones upto64zones.
The product provides the product provides ElectronicImageStabilization Yes.,text_extraction_agent,raw_text,the product provides the product provides electronicimagestabilization yes.
The product provides the product provides NETWORK.,text_extraction_agent,raw_text,the product provides the product provides network.
"The product provides the product provides Network 100BASE-TXforH6A,1000BASE-TforH6X.",text_extraction_agent,raw_text,"the product provides the product provides network 100base-txforh6a,1000base-tforh6x."
The product provides the product provides Cabling CAT5e.,text_extraction_agent,raw_text,the product provides the product provides cabling cat5e.
The product provides the product provides Connector RJ-45.,text_extraction_agent,raw_text,the product provides the product provides connector rj-45.
"The product provides the product provides ONVIF ONVIF®complianceProfileS,ProfileT,ProfileMandProfileG(www.onvif.org).",text_extraction_agent,raw_text,"the product provides the product provides onvif onvif®complianceprofiles,profilet,profilemandprofileg(www.onvif.org)."
"The product provides the product provides Security Passwordprotection,HTTPSencryption,digestauthentication,WSauthentication,useraccesslog,802.1xportbased.",text_extraction_agent,raw_text,"the product provides the product provides security passwordprotection,httpsencryption,digestauthentication,wsauthentication,useraccesslog,802.1xportbased."
"The product provides the product provides authentication,FIPS140-2L1(withoptionalcameralicense),onboardFIPS140-2L3certifiedTPM,SecureBoot,Signed.",text_extraction_agent,raw_text,"the product provides the product provides authentication,fips140-2l1(withoptionalcameralicense),onboardfips140-2l3certifiedtpm,secureboot,signed."
The product provides the product provides andencryptedfirmware.,text_extraction_agent,raw_text,the product provides the product provides andencryptedfirmware.
"The product provides the product provides Protocols IPv6,IPv4,HTTP,HTTPS,SOAP,DNS,NTP,RTSP,RTCP,RTP,TCP,UDP,IGMPv3,ICMP,DHCP,Zeroconf,HSTS,QoS,.",text_extraction_agent,raw_text,"the product provides the product provides protocols ipv6,ipv4,http,https,soap,dns,ntp,rtsp,rtcp,rtp,tcp,udp,igmpv3,icmp,dhcp,zeroconf,hsts,qos,."
The product provides the product provides DSCP.,text_extraction_agent,raw_text,the product provides the product provides dscp.
"The product provides the product provides StreamingProtocols RTP/UDP,RTP/UDPmulticast,RTP/RTSP/TCP,RTP/RTSP/HTTP/TCP,RTP/RTSP/HTTPS/TCP,HTTP,SRTP.",text_extraction_agent,raw_text,"the product provides the product provides streamingprotocols rtp/udp,rtp/udpmulticast,rtp/rtsp/tcp,rtp/rtsp/http/tcp,rtp/rtsp/https/tcp,http,srtp."
"The product provides the product provides DeviceManagement SNMPv2c,SNMPv3.",text_extraction_agent,raw_text,"the product provides the product provides devicemanagement snmpv2c,snmpv3."
The product provides the product provides Protocols.,text_extraction_agent,raw_text,the product provides the product provides protocols.
The product provides the product provides PERIPHERALS.,text_extraction_agent,raw_text,the product provides the product provides peripherals.
The product provides the product provides USBPort USB2.0.,text_extraction_agent,raw_text,the product provides the product provides usbport usb2.0.
The product provides the product provides OnboardStorage3 TwomicroSD/microSDHC/microSDXCslots–videospeedclasscardrequired.ClassV10orbetterrecommended.,text_extraction_agent,raw_text,the product provides the product provides onboardstorage3 twomicrosd/microsdhc/microsdxcslots–videospeedclasscardrequired.classv10orbetterrecommended.
The product provides the product provides 3Testedmaximumcapacityis1.5TB.,text_extraction_agent,raw_text,the product provides the product provides 3testedmaximumcapacityis1.5tb.
The product provides the product provides AUXILIARYI/O.,text_extraction_agent,raw_text,the product provides the product provides auxiliaryi/o.
"The product provides the product provides AudioCompressionMethod G.711PCM8kHz,Opus.",text_extraction_agent,raw_text,"the product provides the product provides audiocompressionmethod g.711pcm8khz,opus."
The product provides the product provides AudioInput/Output Linelevelinputandoutput.,text_extraction_agent,raw_text,the product provides the product provides audioinput/output linelevelinputandoutput.
"The product provides the product provides ExternalI/OTerminals 1xRelayIn,1xRelayOut,1x12VDCoutat50mA.",text_extraction_agent,raw_text,"the product provides the product provides externali/oterminals 1xrelayin,1xrelayout,1x12vdcoutat50ma."
"The product provides the product provides Microphone Built-inmicrophoneforaudioanalytics,forcertainvariants,withphysicaldisableswitch.",text_extraction_agent,raw_text,"the product provides the product provides microphone built-inmicrophoneforaudioanalytics,forcertainvariants,withphysicaldisableswitch."
The product provides the product provides MECHANICAL SURFACEMOUNT IN-CEILINGMOUNT PENDANTMOUNT.,text_extraction_agent,raw_text,the product provides the product provides mechanical surfacemount in-ceilingmount pendantmount.
"The product provides the product provides Dimensions(DxH) 182mmx132mm;7.16""x5.19"" 219mmx198mm;8.62""x7.79"" 182mmx190mm;7.16""x7.48"".",text_extraction_agent,raw_text,"the product provides the product provides dimensions(dxh) 182mmx132mm;7.16""x5.19"" 219mmx198mm;8.62""x7.79"" 182mmx190mm;7.16""x7.48""."
"The product provides the product provides AccessoryOnlyDimensions N/A 219mmx115mm;8.62""x4.52"" 155mmx65mm;6.1""x2.55"".",text_extraction_agent,raw_text,"the product provides the product provides accessoryonlydimensions n/a 219mmx115mm;8.62""x4.52"" 155mmx65mm;6.1""x2.55""."
The product provides the product provides (DxH).,text_extraction_agent,raw_text,the product provides the product provides (dxh).
The product provides the product provides Weight Indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.,text_extraction_agent,raw_text,the product provides the product provides weight indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.
The product provides the product provides Dome.,text_extraction_agent,raw_text,the product provides the product provides dome.
The product provides the product provides Outdoor 1.59kg;3.5lbs 1.99kg;4.38lbs 2.01kg;4.43lbs.,text_extraction_agent,raw_text,the product provides the product provides outdoor 1.59kg;3.5lbs 1.99kg;4.38lbs 2.01kg;4.43lbs.
The product provides the product provides DomeBubble Polycarbonate Polycarbonate Polycarbonate.,text_extraction_agent,raw_text,the product provides the product provides domebubble polycarbonate polycarbonate polycarbonate.
The product provides the product provides Body Polycarbonateandaluminum Polycarbonateandaluminum Polycarbonateandaluminum.,text_extraction_agent,raw_text,the product provides the product provides body polycarbonateandaluminum polycarbonateandaluminum polycarbonateandaluminum.
The product provides the product provides Housing Surfacemount Recessedmount Pendantmount.,text_extraction_agent,raw_text,the product provides the product provides housing surfacemount recessedmount pendantmount.
The product provides the product provides Finish Indoor Plasticinjectionmoldgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey&plastic.,text_extraction_agent,raw_text,the product provides the product provides finish indoor plasticinjectionmoldgrey(pantone427c) plasticinjectionmoldgrey powdercoatgrey&plastic.
The product provides the product provides Dome (Pantone427C)&Powdercoat injectionmoldgrey(Pantone.,text_extraction_agent,raw_text,the product provides the product provides dome (pantone427c)&powdercoat injectionmoldgrey(pantone.
The product provides the product provides black 427C).,text_extraction_agent,raw_text,the product provides the product provides black 427c).
The product provides the product provides Outdoor Powdercoatgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey(Pantone427C).,text_extraction_agent,raw_text,the product provides the product provides outdoor powdercoatgrey(pantone427c) plasticinjectionmoldgrey powdercoatgrey(pantone427c).
The product provides the product provides Dome (Pantone427C)&Powdercoat.,text_extraction_agent,raw_text,the product provides the product provides dome (pantone427c)&powdercoat.
The product provides the product provides black.,text_extraction_agent,raw_text,the product provides the product provides black.
"The product provides the product provides AdjustmentRange Pan360°,Azimuth349°,Tilt92°.",text_extraction_agent,raw_text,"the product provides the product provides adjustmentrange pan360°,azimuth349°,tilt92°."
The product provides the product provides ELECTRICAL.,text_extraction_agent,raw_text,the product provides the product provides electrical.
The product provides the product provides PowerConsumption 25W(18WwithnoIRorIRdisabled).,text_extraction_agent,raw_text,the product provides the product provides powerconsumption 25w(18wwithnoirorirdisabled).
The product provides the product provides PowerSource PoE IEEE802.3afClass3.,text_extraction_agent,raw_text,the product provides the product provides powersource poe ieee802.3afclass3.
The product provides the product provides PoE+ IEEE802.3atClass4.,text_extraction_agent,raw_text,the product provides the product provides poe+ ieee802.3atclass4.
The product provides the product provides IR Illumination PoE IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerand.,text_extraction_agent,raw_text,the product provides the product provides ir illumination poe irilluminatorwillturnoffifthetemperatureis65°c(149°f)orhigher.theilluminatorwilloperateat50%powerand.
The product provides the product provides Behavior 25%powerifbelow-25°C(-13°F).,text_extraction_agent,raw_text,the product provides the product provides behavior 25%powerifbelow-25°c(-13°f).
The product provides the product provides PoE+ IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerifthe.,text_extraction_agent,raw_text,the product provides the product provides poe+ irilluminatorwillturnoffifthetemperatureis65°c(149°f)orhigher.theilluminatorwilloperateat50%powerifthe.
The product provides the product provides temperatureisbetween55°C(131°F)and65°C(149°F)and50%powerifbelow-25°C(-13°F).,text_extraction_agent,raw_text,the product provides the product provides temperatureisbetween55°c(131°f)and65°c(149°f)and50%powerifbelow-25°c(-13°f).
The product provides the product provides ExternalPower 12-24VDC+/-10%.,text_extraction_agent,raw_text,the product provides the product provides externalpower 12-24vdc+/-10%.
The product provides the product provides RTCBackupBattery 3Vmanganeselithium.,text_extraction_agent,raw_text,the product provides the product provides rtcbackupbattery 3vmanganeselithium.
"The product provides the product provides Memory 4GBRAM,4GBFlash.",text_extraction_agent,raw_text,"the product provides the product provides memory 4gbram,4gbflash."
The product provides the product provides RedundantPower SeamlessfailoverbetweenPoEandAuxandbackwithoutinterruptincameraoperation(forH6Xonly).,text_extraction_agent,raw_text,the product provides the product provides redundantpower seamlessfailoverbetweenpoeandauxandbackwithoutinterruptincameraoperation(forh6xonly).
The product provides the product provides ENVIRONMENTAL INDOORDOME OUTDOORDOME.,text_extraction_agent,raw_text,the product provides the product provides environmental indoordome outdoordome.
The product provides the product provides Operating PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,text_extraction_agent,raw_text,the product provides the product provides operating poe -10°cto+55°c(-14°fto -30°cto+65°c(-22°fto149°f)withieee802.3afclass3(13wpoe).
