source_document,page,feature
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,2,"1. Werecommendamaximumof3uniquevideostreamspercameraorchannel,foroptimizeduserexperience,networkbandwidth,andstorage"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,2,utilization.Auniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuilt-in
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,2,streamreusefunctionality.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Eventactions
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Network
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Guardtours
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"Uploadimagesorvideoclips:FTP,HTTP,HTTPS,SFTP,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Network protocols emailandnetworkshare
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"IPv4,IPv6USGv6,HTTP,HTTPS2,HTTP/2,TLS2,QoSLayer Notification:HTTP,HTTPS,TCPandemail"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"3DiffServ,FTP,SFTP,CIFS/SMB,SMTP,mDNS(Bonjour), Overlaytext"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"UPnP®,SNMPv1/v2c/v3(MIB-II),DNS/DNSv6,DDNS, Presetpositions"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"NTP,PTP,RTSP,RTP,SRTP,TCP,UDP,IGMPv1/v2/v3, Recordvideo:SDcardandnetworkshare"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"RTCP,ICMP,DHCPv4/v6,ARP,SOCKS,SSH,LLDP,CDP, SNMPtrapmessages"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"MQTTv3.1.1,Syslog,Link-Localaddress(ZeroConf) WDRmode"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,MQTTpublish
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,System integration
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Built-in installationaids
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Pixelcounter
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,ApplicationProgramming Interface
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"OpenAPIforsoftwareintegration,includingVAPIX® Analytics"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,andAXISCameraApplicationPlatform(ACAP);
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,specificationsataxis.com/developer-community.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,One-clickcloudconnection Applications
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"ONVIF®ProfileG,ONVIF®ProfileM,ONVIF®ProfileS Included"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"andONVIF®ProfileT,specificationatonvif.org AXISVideoMotionDetection,activetamperingalarm3"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Supported
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"AXISFenceGuard,AXISLoiteringGuard,AXISMotion"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Videomanagementsystems
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Guard
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"CompatiblewithAXISCameraStationEdge,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,SupportforAXISCameraApplicationPlatformenabling
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"AXISCameraStationPro,AXISCameraStation5,and"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"installationofthird-partyapplications,seeaxis.com/"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,videomanagementsoftwarefromAxis’partners
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,acap
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,availableataxis.com/vms.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Approvals
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Onscreencontrols
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Videostreamingindicator
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Widedynamicrange
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Product markings
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Privacymasks
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"CE,ECE,KC,RCM,UL/cUL,UKCA,VCCI,WEEE"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Eventconditions
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Supply chain
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"Devicestatus:aboveoperatingtemperature,aboveor"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,TAAcompliant
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"belowoperatingtemperature,belowoperating"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,NDAAcompliant
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"temperature,IPaddressremoved,networklost,newIP"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"address,storagefailure,systemready,withinoperating"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,temperature EMC
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"Edgestorage:recordingongoing,storagedisruption EN55032ClassA,EN55035,EN61000-6-1,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"I/O:manualtrigger,virtualinput EN61000-6-2,ECER10rev.06(Eapproval),EN50498,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,MQTTsubscribe Australia/NewZealand:RCMAS/NZSCISPR32ClassA
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Scheduledandrecurring:scheduledevent Canada:ICES-3(A)/NMB-3(A)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"Video:averagebitratedegradation,livestreamopen, Japan:VCCIClassA,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"tampering Korea:KSC9835,KSC9832ClassA,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,USA:FCCPart15SubpartBClassA
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,Safety
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"IEC/EN/UL62368-1,CAN/CSAC22.2No.62368-1,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,UNECER118
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,IS13252
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,"2. ThisproductincludessoftwaredevelopedbytheOpenSSLProjectforuseintheOpenSSLToolkit.(openssl.org),andcryptographicsoftware"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,writtenbyEricYoung(eay@cryptsoft.com).
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,3,3. Fordetectionoftamperingattemptsinstaticandnon-crowdedscenes.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Environment Power
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"IEC/EN60529IP66,IEC/EN60529IP67, PoweroverEthernet(PoE)IEEE802.3af/802.3atType1"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"IEC/EN62262IK10, Class1"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"IEC60721-3-5Class5M3(vibrationandshock), Typical2.2W,max3.8W"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"IEC60068-2-1,IEC60068-2-2,IEC60068-2-27,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"IEC60068-2-64,IEC60068-2-78,IEC60068–2–14"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Connectors
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"RJ45:male,10BASE-T/100BASE-TX"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"Network M12:female,rugged,D-codedwithrotatablecoupling"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,NISTSP500-267 nut
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,AllconnectorssupportPoE
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Cybersecurity
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"ETSIEN303645,BSIITSecurityLabel Storage"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,SupportformicroSD/microSDHC/microSDXCcardwith
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,UHSSpeedClassU1
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Cybersecurity
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Supportforrecordingtonetwork-attachedstorage
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,(NAS)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,ForSDcardandNASrecommendationsseeaxis.com
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Edge security
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"Software:SignedOS,bruteforcedelayprotection,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,digestauthenticationandOAuth2.0RFC6749Client Operating conditions
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,CredentialFlow/OpenIDAuthorizationCodeFlowfor -30°Cto55°C(-22°Fto131°F)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"centralizedADFSaccountmanagement,password Maximum(intermittent):70°C(158°F)"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"protection,AES-XTS-Plain64256bitSDcardencryption Humidity:10-100%RH(condensing)"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Hardware:AxisEdgeVaultcybersecurityplatform
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"Secureelement(CCEAL6+),system-on-chipsecurity"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"(TEE),AxisdeviceID,securekeystore,signedvideo, Storage conditions"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"secureboot,encryptedfilesystem(AES-XTS-Plain64 -40°Cto65°C(-40°Fto149°F)"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,256bit)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Dimensions
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"Network security Height:50mm(1.97in),ø110mm(4.33in)"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"IEEE802.1x(EAP-TLS,PEAP-MSCHAPv2)4,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"IEEE802.1AE(MACsecPSK/EAP-TLS),IEEE802.1AR,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Weight
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"HTTPS/HSTS4,TLSv1.2/v1.34,NetworkTimeSecurity"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,241g(0.53lb)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"(NTS),X.509CertificatePKI,host-basedfirewall"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Boxcontent
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Documentation
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"Camera,Installationguide,Windows®decoder1-user"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,AXISHardeningGuide
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"license,lenstool"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,AXISVulnerabilityManagementPolicy
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,AXISSecurityDevelopmentModel
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,AXISOSSoftwareBillofMaterial(SBOM) Optional accessories
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"Todownloaddocuments,gotoaxis.com/support/ Lenses"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"cybersecurity/resources LensM122.1mm,F2.2:horizontalfieldofview145°"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"ToreadmoreaboutAxiscybersecuritysupport,goto LensM122.8mm,F1.2:horizontalfieldofview107°"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"axis.com/cybersecurity LensM123.6mm,F2.0:horizontalfieldofview88°"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"LensM126mm,F1.6:horizontalfieldofview51°"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"General LensM128mm,F1.6:horizontalfieldofview39°"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Other
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"AXIST94D01SMountBracket,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"Casing AXIST94D02SCurvedMountBracket,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"IP66/67-andIK10-ratedaluminumandpolycarbonate NetworkcouplerIP66,Networkcablecouplerindoor,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"casing TM3101PendantWallMount,AXISTP3826-Ehousing,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"TP3827ClearDomeCover,TP3830TopBlackCover"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"Formoreaccessories,seeaxis.com/products/axis-"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Mounting
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,m3905-r#accessories
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,Insidevehicles
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,"4. ThisproductincludessoftwaredevelopedbytheOpenSSLProjectforuseintheOpenSSLToolkit.(openssl.org),andcryptographicsoftware"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,4,writtenbyEricYoung(eay@cryptsoft.com).
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,System tools
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"AXISSiteDesigner,AXISDeviceManager,product"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"selector,accessoryselector,lenscalculator"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Availableataxis.com
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Languages
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"English,German,French,Spanish,Italian,Russian,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"SimplifiedChinese,Japanese,Korean,Portuguese,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"Polish,TraditionalChinese,Dutch,Czech,Swedish,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"Finnish,Turkish,Thai,Vietnamese"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Warranty
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"5-yearwarranty,seeaxis.com/warranty"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Partnumbers
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Availableataxis.com/products/axis-m3905-r#part-
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,numbers
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Sustainability
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Substancecontrol
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"PVCfree,BFR/CFRfree"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,RoHSinaccordancewithEURoHSDirective2011/65/
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,EU/andEN63000:2018
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,REACHinaccordancewith(EC)No1907/2006.ForSCIP
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"UUID,seeaxis.com/partner."
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Materials
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Recycledaluminum:95%
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,ScreenedforconflictmineralsinaccordancewithOECD
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,guidelines
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"ToreadmoreaboutsustainabilityatAxis,gotoaxis."
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,com/about-axis/sustainability
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,Environmentalresponsibility
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,axis.com/environmental-responsibility
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,AxisCommunicationsisasignatoryoftheUNGlobal
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,5,"Compact,readmoreatunglobalcompact.org"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,"Detect,Observe,Recognize, Identify(DORI)"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,3.6mmlens DORIdefinition Distance
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,Detect 25px/m(8px/ft) 50.6m(166.0ft)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,Observe 63px/m(19px/ft) 20.1m(65.9ft)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,Recognize 125px/m(38px/ft) 10.1m(33.1ft)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,Identify 250px/m(76px/ft) 5.1m(16.7ft)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,2.8mmlens DORIdefinition Distance
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,Detect 25px/m(8px/ft) 21.1m(69.2ft)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,Observe 63px/m(19px/ft) 7.4m(24.3ft)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,Recognize 125px/m(38px/ft) 4.2m(13.8ft)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,Identify 250px/m(76px/ft) 2.1m(6.9ft)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,Axis calculates the DORI values using pixel densities for
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,different use cases as recommended by the EN-62676-4
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,standard. The calculations use the center of the image as
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,the reference point and consider lens distortion. The
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,possibility to recognize or identify a person or object
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,"depends on factors such as object motion, video"
