capability_label,feature,source_strategy,source_kind,normalized_feature,feature_key
The product provides aperture F1.6 Minimum Illumination.,The product provides aperture F1.6 Minimum Illumination.,text_extraction_agent,raw_text,the product provides aperture f1.6 minimum illumination.,aperture_f16_minimum_illumination
The product provides 0 lux with IR Illuminators on.,The product provides 0 lux with IR Illuminators on.,text_extraction_agent,raw_text,the product provides 0 lux with ir illuminators on.,lux_illuminators
The product provides capacity: From 256GB to 768GB.,The product provides capacity: From 256GB to 768GB.,text_extraction_agent,raw_text,the product provides capacity: from 256gb to 768gb.,capacity_256gb_768gb
The product provides iris Fixed Onboard Storage.,The product provides iris Fixed Onboard Storage.,text_extraction_agent,raw_text,the product provides iris fixed onboard storage.,iris_fixed_onboard_storage
"The product provides card: MicroSD, SDXC.","The product provides card: MicroSD, SDXC.",text_extraction_agent,raw_text,"the product provides card: microsd, sdxc.",card_microsd_sdxc
The product provides horizontal: 97° (78°).,The product provides horizontal: 97° (78°).,text_extraction_agent,raw_text,the product provides horizontal: 97° (78°).,horizontal
The product provides field of View (after LDC2) Vertical: 71° (63°) CPU Ambarella CV25S88.,The product provides field of View (after LDC2) Vertical: 71° (63°) CPU Ambarella CV25S88.,text_extraction_agent,raw_text,the product provides field of view (after ldc2) vertical: 71° (63°) cpu ambarella cv25s88.,field_view_after_ldc2_vertical_cpu
The product provides diagonal: 128° (91°).,The product provides diagonal: 128° (91°).,text_extraction_agent,raw_text,the product provides diagonal: 128° (91°).,diagonal_128
The product provides tilt: 60°.,The product provides tilt: 60°.,text_extraction_agent,raw_text,the product provides tilt: 60°.,tilt
The product provides sensor Movement Pan: 355°.,The product provides sensor Movement Pan: 355°.,text_extraction_agent,raw_text,the product provides sensor movement pan: 355°.,sensor_movement_pan_355
The product provides rotation: 180°.,The product provides rotation: 180°.,text_extraction_agent,raw_text,the product provides rotation: 180°.,rotation_180
The product provides standard video settings.,The product provides standard video settings.,text_extraction_agent,raw_text,the product provides standard video settings.,standard_video_settings
"The product provides compression H.265, H.264 Historical Video Settings Adaptive quality1.","The product provides compression H.265, H.264 Historical Video Settings Adaptive quality1.",text_extraction_agent,raw_text,"the product provides compression h.265, h.264 historical video settings adaptive quality1.",compression_h265_h264_historical_video_settings
"The product provides high quality (HQ): Up to 3,000 Kbps (default).","The product provides high quality (HQ): Up to 3,000 Kbps (default).",text_extraction_agent,raw_text,"the product provides high quality (hq): up to 3,000 kbps (default).",high_quality_3000_kbps_default
The product provides frame Rate3 24fps Live Streaming Settings.,The product provides frame Rate3 24fps Live Streaming Settings.,text_extraction_agent,raw_text,the product provides frame rate3 24fps live streaming settings.,frame_rate3_24fps_live_streaming_settings
The product provides standard quality (SQ): Up to 600 Kbps.,The product provides standard quality (SQ): Up to 600 Kbps.,text_extraction_agent,raw_text,the product provides standard quality (sq): up to 600 kbps.,standard_quality_600_kbps
The product provides standard audio settings.,The product provides standard audio settings.,text_extraction_agent,raw_text,the product provides standard audio settings.,standard_audio_settings
The product provides audio Not Supported.,The product provides audio Not Supported.,text_extraction_agent,raw_text,the product provides audio not supported.,audio_not_supported
The product provides power and network.,The product provides power and network.,text_extraction_agent,raw_text,the product provides power and network.,power_network
The product provides with IR: IEEE 802.3af Type 1 PoE.,The product provides with IR: IEEE 802.3af Type 1 PoE.,text_extraction_agent,raw_text,the product provides with ir: ieee 802.3af type 1 poe.,ieee_8023af_type_poe
The product provides rJ-45 cable connector for network/PoE.,The product provides rJ-45 cable connector for network/PoE.,text_extraction_agent,raw_text,the product provides rj-45 cable connector for network/poe.,rj45_cable_connector_networkpoe
The product provides power Input4 Without IR: IEEE 802.3af Type 1 PoE Connectivity.,The product provides power Input4 Without IR: IEEE 802.3af Type 1 PoE Connectivity.,text_extraction_agent,raw_text,the product provides power input4 without ir: ieee 802.3af type 1 poe connectivity.,power_input4_without_ieee_8023af_type
The product provides connection; 10 / 100 Mbps.,The product provides connection; 10 / 100 Mbps.,text_extraction_agent,raw_text,the product provides connection; 10 / 100 mbps.,connection_100_mbps
The product provides extended temperature range: N/A.,The product provides extended temperature range: N/A.,text_extraction_agent,raw_text,the product provides extended temperature range: n/a.,extended_temperature_range
The product provides rTSP 1.0.,The product provides rTSP 1.0.,text_extraction_agent,raw_text,the product provides rtsp 1.0.,rtsp
"The product provides with IR: 37-57V, 0.23-0.15A, 8.6W.","The product provides with IR: 37-57V, 0.23-0.15A, 8.6W.",text_extraction_agent,raw_text,"the product provides with ir: 37-57v, 0.23-0.15a, 8.6w.",3757v_023015a_86w
The product provides rFC 2326.,The product provides rFC 2326.,text_extraction_agent,raw_text,the product provides rfc 2326.,rfc_2326
"The product provides power Consumption4 Without IR: 37-57V, 0.11-0.07A, 4.3W RTSP.","The product provides power Consumption4 Without IR: 37-57V, 0.11-0.07A, 4.3W RTSP.",text_extraction_agent,raw_text,"the product provides power consumption4 without ir: 37-57v, 0.11-0.07a, 4.3w rtsp.",power_consumption4_without_3757v_011007a_43w
The product provides max concurrent streams: 2.,The product provides max concurrent streams: 2.,text_extraction_agent,raw_text,the product provides max concurrent streams: 2.,max_concurrent_streams
The product provides audio support: No.,The product provides audio support: No.,text_extraction_agent,raw_text,the product provides audio support: no.,audio_support
"The product provides 1. All our cameras record in ""adaptive quality,"" capturing both standard (SQ) and high quality (HQ) streams. SQ video is stored up to the amount of retention specifi ed by.","The product provides 1. All our cameras record in ""adaptive quality,"" capturing both standard (SQ) and high quality (HQ) streams. SQ video is stored up to the amount of retention specifi ed by.",text_extraction_agent,raw_text,"the product provides 1. all our cameras record in ""adaptive quality,"" capturing both standard (sq) and high quality (hq) streams. sq video is stored up to the amount of retention specifi ed by.",all_our_cameras_record_adaptive_quality
"The product provides the customer. The amount of HQ video stored on the camera will depend on the amount of motion detected by the camera over time. To learn more, visit our website:.","The product provides the customer. The amount of HQ video stored on the camera will depend on the amount of motion detected by the camera over time. To learn more, visit our website:.",text_extraction_agent,raw_text,"the product provides the customer. the amount of hq video stored on the camera will depend on the amount of motion detected by the camera over time. to learn more, visit our website:.",customer_amount_video_stored_will_depend
The product provides https://docs.verkada.com/docs/adaptive-quality-recording-whitepaper.pdf.,The product provides https://docs.verkada.com/docs/adaptive-quality-recording-whitepaper.pdf.,text_extraction_agent,raw_text,the product provides https://docs.verkada.com/docs/adaptive-quality-recording-whitepaper.pdf.,httpsdocsverkadacomdocsadaptivequalityrecordingwhitepaperpdf
"The product provides 2. Lens Distortion Correction (LDC) crops the sensor fi eld of view to deliver a rectifi ed, undistorted output image.","The product provides 2. Lens Distortion Correction (LDC) crops the sensor fi eld of view to deliver a rectifi ed, undistorted output image.",text_extraction_agent,raw_text,"the product provides 2. lens distortion correction (ldc) crops the sensor fi eld of view to deliver a rectifi ed, undistorted output image.",lens_distortion_correction_ldc_crops_sensor
The product provides 3. Frame rate can be adjusted by support.,The product provides 3. Frame rate can be adjusted by support.,text_extraction_agent,raw_text,the product provides 3. frame rate can be adjusted by support.,frame_rate_can_adjusted_support
The product provides 4. Extended temperature range includes operating temperatures below -10°C / 14°F and assumes IR will be enabled.,The product provides 4. Extended temperature range includes operating temperatures below -10°C / 14°F and assumes IR will be enabled.,text_extraction_agent,raw_text,the product provides 4. extended temperature range includes operating temperatures below -10°c / 14°f and assumes ir will be enabled.,extended_temperature_range_operating_temperatures_below
The product provides www.verkada.com sales@verkada.com 2.,The product provides www.verkada.com sales@verkada.com 2.,text_extraction_agent,raw_text,the product provides www.verkada.com sales@verkada.com 2.,wwwverkadacom_salesverkadacom
The product provides general.,The product provides general.,text_extraction_agent,raw_text,the product provides general.,general
The product provides operating Temperature -10°C to 50°C / 14°F to 122°F LED Indicator System power and status indicator.,The product provides operating Temperature -10°C to 50°C / 14°F to 122°F LED Indicator System power and status indicator.,text_extraction_agent,raw_text,the product provides operating temperature -10°c to 50°c / 14°f to 122°f led indicator system power and status indicator.,operating_temperature_10c_50c_14f_122f
The product provides humidity 0 to 90% Warranty 5 Years.,The product provides humidity 0 to 90% Warranty 5 Years.,text_extraction_agent,raw_text,the product provides humidity 0 to 90% warranty 5 years.,humidity_warranty_years
"The product provides fCC, ICES, CE, UKCA, RCM, CB,.","The product provides fCC, ICES, CE, UKCA, RCM, CB,.",text_extraction_agent,raw_text,"the product provides fcc, ices, ce, ukca, rcm, cb,.",fcc_ices_ukca_rcm
"The product provides vCCI, KCC, BIS, NOM, UL/cUL/IEC Setup guide, T10 security torx screwdriver,.","The product provides vCCI, KCC, BIS, NOM, UL/cUL/IEC Setup guide, T10 security torx screwdriver,.",text_extraction_agent,raw_text,"the product provides vcci, kcc, bis, nom, ul/cul/iec setup guide, t10 security torx screwdriver,.",vcci_kcc_bis_nom_ulculiec_setup
The product provides certifi cations Included Accessories.,The product provides certifi cations Included Accessories.,text_extraction_agent,raw_text,the product provides certifi cations included accessories.,certifi_cations_included_accessories
"The product provides 62368-1, IK08 impact rating, FY2019 screw pack, mounting template.","The product provides 62368-1, IK08 impact rating, FY2019 screw pack, mounting template.",text_extraction_agent,raw_text,"the product provides 62368-1, ik08 impact rating, fy2019 screw pack, mounting template.",623681_ik08_impact_rating_fy2019_screw
The product provides nDAA compliant.,The product provides nDAA compliant.,text_extraction_agent,raw_text,the product provides ndaa compliant.,ndaa_compliant
The product provides mechanical.,The product provides mechanical.,text_extraction_agent,raw_text,the product provides mechanical.,mechanical
The product provides camera: 608g / 21.45oz.,The product provides camera: 608g / 21.45oz.,text_extraction_agent,raw_text,the product provides camera: 608g / 21.45oz.,608g_2145oz
"The product provides weight Body Aluminum, plastic dome trim.","The product provides weight Body Aluminum, plastic dome trim.",text_extraction_agent,raw_text,"the product provides weight body aluminum, plastic dome trim.",weight_body_aluminum_plastic_dome_trim
The product provides mountplate: 140g / 4.94oz.,The product provides mountplate: 140g / 4.94oz.,text_extraction_agent,raw_text,the product provides mountplate: 140g / 4.94oz.,mountplate_140g_494oz
"The product provides ø: 146.0mm / 5.75in, H: 104.3mm / 4.11in.","The product provides ø: 146.0mm / 5.75in, H: 104.3mm / 4.11in.",text_extraction_agent,raw_text,"the product provides ø: 146.0mm / 5.75in, h: 104.3mm / 4.11in.",1460mm_575in_1043mm_411in
The product provides with mount plate.,The product provides with mount plate.,text_extraction_agent,raw_text,the product provides with mount plate.,mount_plate
The product provides dimensions.,The product provides dimensions.,text_extraction_agent,raw_text,the product provides dimensions.,dimensions
"The product provides ø: 146.0mm / 5.75in, H: 99.8mm / 3.93in.","The product provides ø: 146.0mm / 5.75in, H: 99.8mm / 3.93in.",text_extraction_agent,raw_text,"the product provides ø: 146.0mm / 5.75in, h: 99.8mm / 3.93in.",1460mm_575in_998mm_393in
The product provides without mount plate.,The product provides without mount plate.,text_extraction_agent,raw_text,the product provides without mount plate.,without_mount_plate
The product provides software capabilities.,The product provides software capabilities.,text_extraction_agent,raw_text,the product provides software capabilities.,software_capabilities
"The product provides camera status, motion detection,.","The product provides camera status, motion detection,.",text_extraction_agent,raw_text,"the product provides camera status, motion detection,.",status_motion_detection
"The product provides cloud backup, confi gurable retention days,.","The product provides cloud backup, confi gurable retention days,.",text_extraction_agent,raw_text,"the product provides cloud backup, confi gurable retention days,.",cloud_backup_confi_gurable_retention_days
"The product provides people detection, vehicle detection,.","The product provides people detection, vehicle detection,.",text_extraction_agent,raw_text,"the product provides people detection, vehicle detection,.",people_detection_vehicle
"The product provides alerts Streaming and Storage selectable storage location, low bandwidth.","The product provides alerts Streaming and Storage selectable storage location, low bandwidth.",text_extraction_agent,raw_text,"the product provides alerts streaming and storage selectable storage location, low bandwidth.",alerts_streaming_storage_selectable_location
"The product provides crowd detection, line-crossing.","The product provides crowd detection, line-crossing.",text_extraction_agent,raw_text,"the product provides crowd detection, line-crossing.",crowd_detection_linecrossing
"The product provides mode, timelapse, RTSP.","The product provides mode, timelapse, RTSP.",text_extraction_agent,raw_text,"the product provides mode, timelapse, rtsp.",mode_timelapse_rtsp
"The product provides detection, loitering detection.","The product provides detection, loitering detection.",text_extraction_agent,raw_text,"the product provides detection, loitering detection.",detection_loitering
"The product provides live links, live face blur, privacy regions,.","The product provides live links, live face blur, privacy regions,.",text_extraction_agent,raw_text,"the product provides live links, live face blur, privacy regions,.",live_links_face_blur_privacy
"The product provides people Analytics Motion search, trajectory analysis Sharing and Privacy.","The product provides people Analytics Motion search, trajectory analysis Sharing and Privacy.",text_extraction_agent,raw_text,"the product provides people analytics motion search, trajectory analysis sharing and privacy.",people_analytics_motion_search_trajectory_analysis
The product provides audit log.,The product provides audit log.,text_extraction_agent,raw_text,the product provides audit log.,audit_log
"The product provides vehicle Analytics Motion search, trajectory analysis.","The product provides vehicle Analytics Motion search, trajectory analysis.",text_extraction_agent,raw_text,"the product provides vehicle analytics motion search, trajectory analysis.",vehicle_analytics_motion_search_trajectory_analysis
The product provides 104.3mm.,The product provides 104.3mm.,text_extraction_agent,raw_text,the product provides 104.3mm.,1043mm
The product provides 4.11in.,The product provides 4.11in.,text_extraction_agent,raw_text,the product provides 4.11in.,411in
The product provides 146.0mm / 5.75in.,The product provides 146.0mm / 5.75in.,text_extraction_agent,raw_text,the product provides 146.0mm / 5.75in.,1460mm_575in
The product provides ordering Information.,The product provides ordering Information.,text_extraction_agent,raw_text,the product provides ordering information.,ordering_information
The product provides cD22 pricing.,The product provides cD22 pricing.,text_extraction_agent,raw_text,the product provides cd22 pricing.,cd22_pricing
The product provides maximum People/.,The product provides maximum People/.,text_extraction_agent,raw_text,the product provides maximum people/.,maximum_people
The product provides onboard Cost.,The product provides onboard Cost.,text_extraction_agent,raw_text,the product provides onboard cost.,onboard_cost
The product provides model Number MP1 WDR Lens IR Range Storage SQ Onboard Vehicle (MSRP) USD.,The product provides model Number MP1 WDR Lens IR Range Storage SQ Onboard Vehicle (MSRP) USD.,text_extraction_agent,raw_text,the product provides model number mp1 wdr lens ir range storage sq onboard vehicle (msrp) usd.,model_number_mp1_wdr_lens_range
The product provides retention1 Analytics.,The product provides retention1 Analytics.,text_extraction_agent,raw_text,the product provides retention1 analytics.,retention1_analytics
The product provides cD22-256-HW 3MP Fixed 10m / 33ft 256GB 30 Days – $599.,The product provides cD22-256-HW 3MP Fixed 10m / 33ft 256GB 30 Days – $599.,text_extraction_agent,raw_text,the product provides cd22-256-hw 3mp fixed 10m / 33ft 256gb 30 days – $599.,cd22256hw_3mp_fixed_10m_33ft_256gb
The product provides cD22-512-HW 3MP Fixed 10m / 33ft 512GB 60 Days – $999.,The product provides cD22-512-HW 3MP Fixed 10m / 33ft 512GB 60 Days – $999.,text_extraction_agent,raw_text,the product provides cd22-512-hw 3mp fixed 10m / 33ft 512gb 60 days – $999.,cd22512hw_3mp_fixed_10m_33ft_512gb
"The product provides cD22-768-HW 3MP Fixed 10m / 33ft 768GB 90 Days – $1,399.","The product provides cD22-768-HW 3MP Fixed 10m / 33ft 768GB 90 Days – $1,399.",text_extraction_agent,raw_text,"the product provides cd22-768-hw 3mp fixed 10m / 33ft 768gb 90 days – $1,399.",cd22768hw_3mp_fixed_10m_33ft_768gb
"The product provides the customer. The amount of high quality video stored on the camera will depend on the amount of motion detected by the camera over time. To learn more, visit our website:.","The product provides the customer. The amount of high quality video stored on the camera will depend on the amount of motion detected by the camera over time. To learn more, visit our website:.",text_extraction_agent,raw_text,"the product provides the customer. the amount of high quality video stored on the camera will depend on the amount of motion detected by the camera over time. to learn more, visit our website:.",customer_amount_high_quality_video_stored
The product provides video Security Cloud License pricing (New/Capacity Increase).,The product provides video Security Cloud License pricing (New/Capacity Increase).,text_extraction_agent,raw_text,the product provides video security cloud license pricing (new/capacity increase).,video_security_cloud_license_pricing_newcapacity
The product provides model Number Description Cost (MSRP) USD.,The product provides model Number Description Cost (MSRP) USD.,text_extraction_agent,raw_text,the product provides model number description cost (msrp) usd.,model_number_description_cost_msrp_usd
"The product provides lIC-CAM-1Y-CAP 1-Year Camera License, Capacity Increase $219.","The product provides lIC-CAM-1Y-CAP 1-Year Camera License, Capacity Increase $219.",text_extraction_agent,raw_text,"the product provides lic-cam-1y-cap 1-year camera license, capacity increase $219.",liccam1ycap_1year_license_capacity_increase_219
"The product provides lIC-CAM-3Y-CAP 3-Year Camera License, Capacity Increase $599.","The product provides lIC-CAM-3Y-CAP 3-Year Camera License, Capacity Increase $599.",text_extraction_agent,raw_text,"the product provides lic-cam-3y-cap 3-year camera license, capacity increase $599.",liccam3ycap_3year_license_capacity_increase_599
"The product provides lIC-CAM-5Y-CAP 5-Year Camera License, Capacity Increase $999.","The product provides lIC-CAM-5Y-CAP 5-Year Camera License, Capacity Increase $999.",text_extraction_agent,raw_text,"the product provides lic-cam-5y-cap 5-year camera license, capacity increase $999.",liccam5ycap_5year_license_capacity_increase_999
"The product provides lIC-CAM-10Y-CAP 10-Year Camera License, Capacity Increase $1,999.","The product provides lIC-CAM-10Y-CAP 10-Year Camera License, Capacity Increase $1,999.",text_extraction_agent,raw_text,"the product provides lic-cam-10y-cap 10-year camera license, capacity increase $1,999.",liccam10ycap_10year_license_capacity_increase_1999
The product provides video Security Cloud License pricing (Renewal).,The product provides video Security Cloud License pricing (Renewal).,text_extraction_agent,raw_text,the product provides video security cloud license pricing (renewal).,video_security_cloud_license_pricing_renewal
"The product provides lIC-CAM-1Y-RNW 1-Year Camera License, Renewal $219.","The product provides lIC-CAM-1Y-RNW 1-Year Camera License, Renewal $219.",text_extraction_agent,raw_text,"the product provides lic-cam-1y-rnw 1-year camera license, renewal $219.",liccam1yrnw_1year_license_renewal_219
"The product provides lIC-CAM-3Y-RNW 3-Year Camera License, Renewal $599.","The product provides lIC-CAM-3Y-RNW 3-Year Camera License, Renewal $599.",text_extraction_agent,raw_text,"the product provides lic-cam-3y-rnw 3-year camera license, renewal $599.",liccam3yrnw_3year_license_renewal_599
"The product provides lIC-CAM-5Y-RNW 5-Year Camera License, Renewal $999.","The product provides lIC-CAM-5Y-RNW 5-Year Camera License, Renewal $999.",text_extraction_agent,raw_text,"the product provides lic-cam-5y-rnw 5-year camera license, renewal $999.",liccam5yrnw_5year_license_renewal_999
"The product provides lIC-CAM-10Y-RNW 10-Year Camera License, Renewal $1,999.","The product provides lIC-CAM-10Y-RNW 10-Year Camera License, Renewal $1,999.",text_extraction_agent,raw_text,"the product provides lic-cam-10y-rnw 10-year camera license, renewal $1,999.",liccam10yrnw_10year_license_renewal_1999
The product provides accessories pricing.,The product provides accessories pricing.,text_extraction_agent,raw_text,the product provides accessories pricing.,accessories_pricing
The product provides aCC-CAM-SHIELD-1 Camera Weather Shield $79.,The product provides aCC-CAM-SHIELD-1 Camera Weather Shield $79.,text_extraction_agent,raw_text,the product provides acc-cam-shield-1 camera weather shield $79.,acccamshield1_weather_shield
The product provides aCC-MNT-ANGLE-1 Angle Mount $149.,The product provides aCC-MNT-ANGLE-1 Angle Mount $149.,text_extraction_agent,raw_text,the product provides acc-mnt-angle-1 angle mount $149.,accmntangle1_angle_mount_149
The product provides aCC-MNT-ARM-1 Arm Mount $99.,The product provides aCC-MNT-ARM-1 Arm Mount $99.,text_extraction_agent,raw_text,the product provides acc-mnt-arm-1 arm mount $99.,accmntarm1_arm_mount
The product provides aCC-MNT-CJBOX-1 Circle Junction Box Mount $109.,The product provides aCC-MNT-CJBOX-1 Circle Junction Box Mount $109.,text_extraction_agent,raw_text,the product provides acc-mnt-cjbox-1 circle junction box mount $109.,accmntcjbox1_circle_junction_box_mount_109
The product provides aCC-MNT-CLIP-1 Tile Clip Mount $99.,The product provides aCC-MNT-CLIP-1 Tile Clip Mount $99.,text_extraction_agent,raw_text,the product provides acc-mnt-clip-1 tile clip mount $99.,accmntclip1_tile_clip_mount
The product provides aCC-MNT-CORNER-1 Corner Mount $199.,The product provides aCC-MNT-CORNER-1 Corner Mount $199.,text_extraction_agent,raw_text,the product provides acc-mnt-corner-1 corner mount $199.,accmntcorner1_corner_mount_199
