capability_label,feature,source_strategy,source_kind
"The product provides the product provides ExternalI/OTerminals 1xRelayIn,1xRelayOut,1x12VDCoutat50mA.","The product provides the product provides ExternalI/OTerminals 1xRelayIn,1xRelayOut,1x12VDCoutat50mA.",text_extraction_agent,raw_text
"The product provides the product provides Microphone Built-inmicrophoneforaudioanalytics,forcertainvariants,withphysicaldisableswitch.","The product provides the product provides Microphone Built-inmicrophoneforaudioanalytics,forcertainvariants,withphysicaldisableswitch.",text_extraction_agent,raw_text
The product provides the product provides MECHANICAL SURFACEMOUNT IN-CEILINGMOUNT PENDANTMOUNT.,The product provides the product provides MECHANICAL SURFACEMOUNT IN-CEILINGMOUNT PENDANTMOUNT.,text_extraction_agent,raw_text
"The product provides the product provides Dimensions(DxH) 182mmx132mm;7.16""x5.19"" 219mmx198mm;8.62""x7.79"" 182mmx190mm;7.16""x7.48"".","The product provides the product provides Dimensions(DxH) 182mmx132mm;7.16""x5.19"" 219mmx198mm;8.62""x7.79"" 182mmx190mm;7.16""x7.48"".",text_extraction_agent,raw_text
"The product provides the product provides AccessoryOnlyDimensions N/A 219mmx115mm;8.62""x4.52"" 155mmx65mm;6.1""x2.55"".","The product provides the product provides AccessoryOnlyDimensions N/A 219mmx115mm;8.62""x4.52"" 155mmx65mm;6.1""x2.55"".",text_extraction_agent,raw_text
The product provides the product provides (DxH).,The product provides the product provides (DxH).,text_extraction_agent,raw_text
The product provides the product provides Weight Indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.,The product provides the product provides Weight Indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.,text_extraction_agent,raw_text
The product provides the product provides Dome.,The product provides the product provides Dome.,text_extraction_agent,raw_text
The product provides the product provides Outdoor 1.59kg;3.5lbs 1.99kg;4.38lbs 2.01kg;4.43lbs.,The product provides the product provides Outdoor 1.59kg;3.5lbs 1.99kg;4.38lbs 2.01kg;4.43lbs.,text_extraction_agent,raw_text
The product provides the product provides DomeBubble Polycarbonate Polycarbonate Polycarbonate.,The product provides the product provides DomeBubble Polycarbonate Polycarbonate Polycarbonate.,text_extraction_agent,raw_text
The product provides the product provides Body Polycarbonateandaluminum Polycarbonateandaluminum Polycarbonateandaluminum.,The product provides the product provides Body Polycarbonateandaluminum Polycarbonateandaluminum Polycarbonateandaluminum.,text_extraction_agent,raw_text
The product provides the product provides Housing Surfacemount Recessedmount Pendantmount.,The product provides the product provides Housing Surfacemount Recessedmount Pendantmount.,text_extraction_agent,raw_text
The product provides the product provides Finish Indoor Plasticinjectionmoldgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey&plastic.,The product provides the product provides Finish Indoor Plasticinjectionmoldgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey&plastic.,text_extraction_agent,raw_text
The product provides the product provides Dome (Pantone427C)&Powdercoat injectionmoldgrey(Pantone.,The product provides the product provides Dome (Pantone427C)&Powdercoat injectionmoldgrey(Pantone.,text_extraction_agent,raw_text
The product provides the product provides black 427C).,The product provides the product provides black 427C).,text_extraction_agent,raw_text
The product provides the product provides Outdoor Powdercoatgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey(Pantone427C).,The product provides the product provides Outdoor Powdercoatgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey(Pantone427C).,text_extraction_agent,raw_text
The product provides the product provides Dome (Pantone427C)&Powdercoat.,The product provides the product provides Dome (Pantone427C)&Powdercoat.,text_extraction_agent,raw_text
The product provides the product provides black.,The product provides the product provides black.,text_extraction_agent,raw_text
"The product provides the product provides AdjustmentRange Pan360°,Azimuth349°,Tilt92°.","The product provides the product provides AdjustmentRange Pan360°,Azimuth349°,Tilt92°.",text_extraction_agent,raw_text
The product provides the product provides ELECTRICAL.,The product provides the product provides ELECTRICAL.,text_extraction_agent,raw_text
The product provides the product provides PowerConsumption 25W(18WwithnoIRorIRdisabled).,The product provides the product provides PowerConsumption 25W(18WwithnoIRorIRdisabled).,text_extraction_agent,raw_text
The product provides the product provides PowerSource PoE IEEE802.3afClass3.,The product provides the product provides PowerSource PoE IEEE802.3afClass3.,text_extraction_agent,raw_text
The product provides the product provides PoE+ IEEE802.3atClass4.,The product provides the product provides PoE+ IEEE802.3atClass4.,text_extraction_agent,raw_text
The product provides the product provides IR Illumination PoE IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerand.,The product provides the product provides IR Illumination PoE IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerand.,text_extraction_agent,raw_text
The product provides the product provides Behavior 25%powerifbelow-25°C(-13°F).,The product provides the product provides Behavior 25%powerifbelow-25°C(-13°F).,text_extraction_agent,raw_text
The product provides the product provides PoE+ IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerifthe.,The product provides the product provides PoE+ IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerifthe.,text_extraction_agent,raw_text
The product provides the product provides temperatureisbetween55°C(131°F)and65°C(149°F)and50%powerifbelow-25°C(-13°F).,The product provides the product provides temperatureisbetween55°C(131°F)and65°C(149°F)and50%powerifbelow-25°C(-13°F).,text_extraction_agent,raw_text
The product provides the product provides ExternalPower 12-24VDC+/-10%.,The product provides the product provides ExternalPower 12-24VDC+/-10%.,text_extraction_agent,raw_text
The product provides the product provides RTCBackupBattery 3Vmanganeselithium.,The product provides the product provides RTCBackupBattery 3Vmanganeselithium.,text_extraction_agent,raw_text
"The product provides the product provides Memory 4GBRAM,4GBFlash.","The product provides the product provides Memory 4GBRAM,4GBFlash.",text_extraction_agent,raw_text
The product provides the product provides RedundantPower SeamlessfailoverbetweenPoEandAuxandbackwithoutinterruptincameraoperation(forH6Xonly).,The product provides the product provides RedundantPower SeamlessfailoverbetweenPoEandAuxandbackwithoutinterruptincameraoperation(forH6Xonly).,text_extraction_agent,raw_text
The product provides the product provides ENVIRONMENTAL INDOORDOME OUTDOORDOME.,The product provides the product provides ENVIRONMENTAL INDOORDOME OUTDOORDOME.,text_extraction_agent,raw_text
