capability_label,feature,source_strategy,source_kind,normalized_feature,feature_key
The product provides the product provides AXISM3905-RM122.8mm H.264(MPEG-4Part10/AVC)MainandHighProfiles.,The product provides the product provides AXISM3905-RM122.8mm H.264(MPEG-4Part10/AVC)MainandHighProfiles.,text_extraction_agent,raw_text,the product provides the product provides axism3905-rm122.8mm h.264(mpeg-4part10/avc)mainandhighprofiles.,axism3905rm1228mm_h264mpeg4part10avcmainandhighprofiles
The product provides the product provides H.265(MPEG-HPart2/HEVC)MainProfile.,The product provides the product provides H.265(MPEG-HPart2/HEVC)MainProfile.,text_extraction_agent,raw_text,the product provides the product provides h.265(mpeg-hpart2/hevc)mainprofile.,h265mpeghpart2hevcmainprofile
The product provides the product provides Camera MotionJPEG.,The product provides the product provides Camera MotionJPEG.,text_extraction_agent,raw_text,the product provides the product provides camera motionjpeg.,motionjpeg
The product provides the product provides Imagesensor Resolution.,The product provides the product provides Imagesensor Resolution.,text_extraction_agent,raw_text,the product provides the product provides imagesensor resolution.,imagesensor_resolution
The product provides the product provides 1/2.9”ProgressivescanRGBCMOS 16:9:1920x1080to640X360.,The product provides the product provides 1/2.9”ProgressivescanRGBCMOS 16:9:1920x1080to640X360.,text_extraction_agent,raw_text,the product provides the product provides 1/2.9”progressivescanrgbcmos 16:9:1920x1080to640x360.,129progressivescanrgbcmos_1691920x1080to640x360
The product provides the product provides Pixelsize2.8µm 16:10:1280x800to640x400.,The product provides the product provides Pixelsize2.8µm 16:10:1280x800to640x400.,text_extraction_agent,raw_text,the product provides the product provides pixelsize2.8µm 16:10:1280x800to640x400.,pixelsize28µm_16101280x800to640x400
The product provides the product provides 4:3:1280x960to320x240.,The product provides the product provides 4:3:1280x960to320x240.,text_extraction_agent,raw_text,the product provides the product provides 4:3:1280x960to320x240.,431280x960to320x240
The product provides the product provides Lens.,The product provides the product provides Lens.,text_extraction_agent,raw_text,the product provides the product provides lens.,lens
"The product provides the product provides 3.6mm,F2.0: Frame rate.","The product provides the product provides 3.6mm,F2.0: Frame rate.",text_extraction_agent,raw_text,"the product provides the product provides 3.6mm,f2.0: frame rate.",36mmf20_frame_rate
The product provides the product provides Horizontalfieldofview:88° H.264andH.265:25/30fps(50/60Hz)inallresolutions.,The product provides the product provides Horizontalfieldofview:88° H.264andH.265:25/30fps(50/60Hz)inallresolutions.,text_extraction_agent,raw_text,the product provides the product provides horizontalfieldofview:88° h.264andh.265:25/30fps(50/60hz)inallresolutions.,horizontalfieldofview88_h264andh2652530fps5060hzinallresolutions
The product provides the product provides Verticalfieldofview:47° MotionJPEG:15fps(50/60Hz)inallresolutions.,The product provides the product provides Verticalfieldofview:47° MotionJPEG:15fps(50/60Hz)inallresolutions.,text_extraction_agent,raw_text,the product provides the product provides verticalfieldofview:47° motionjpeg:15fps(50/60hz)inallresolutions.,verticalfieldofview47_motionjpeg15fps5060hzinallresolutions
The product provides the product provides Minimumfocusdistance:0.3m(1ft).,The product provides the product provides Minimumfocusdistance:0.3m(1ft).,text_extraction_agent,raw_text,the product provides the product provides minimumfocusdistance:0.3m(1ft).,minimumfocusdistance03m1ft
"The product provides the product provides M12mount,fixediris.","The product provides the product provides M12mount,fixediris.",text_extraction_agent,raw_text,"the product provides the product provides m12mount,fixediris.",m12mountfixediris
The product provides the product provides Videostreaming.,The product provides the product provides Videostreaming.,text_extraction_agent,raw_text,the product provides the product provides videostreaming.,videostreaming
"The product provides the product provides 2.8mm,F1.2:.","The product provides the product provides 2.8mm,F1.2:.",text_extraction_agent,raw_text,"the product provides the product provides 2.8mm,f1.2:.",28mmf12
The product provides the product provides Upto4uniqueandconfigurablevideostreams1.,The product provides the product provides Upto4uniqueandconfigurablevideostreams1.,text_extraction_agent,raw_text,the product provides the product provides upto4uniqueandconfigurablevideostreams1.,upto4uniqueandconfigurablevideostreams1
The product provides the product provides Horizontalfieldofview:107°.,The product provides the product provides Horizontalfieldofview:107°.,text_extraction_agent,raw_text,the product provides the product provides horizontalfieldofview:107°.,horizontalfieldofview107
"The product provides the product provides Multiple,individuallyconfigurablestreamsinH.264,.","The product provides the product provides Multiple,individuallyconfigurablestreamsinH.264,.",text_extraction_agent,raw_text,"the product provides the product provides multiple,individuallyconfigurablestreamsinh.264,.",multipleindividuallyconfigurablestreamsinh264
The product provides the product provides Verticalfieldofview:56°.,The product provides the product provides Verticalfieldofview:56°.,text_extraction_agent,raw_text,the product provides the product provides verticalfieldofview:56°.,verticalfieldofview56
The product provides the product provides H.265andMotionJPEG.,The product provides the product provides H.265andMotionJPEG.,text_extraction_agent,raw_text,the product provides the product provides h.265andmotionjpeg.,h265andmotionjpeg
The product provides the product provides AxisZipstreamtechnologyinH.264andH.265.,The product provides the product provides AxisZipstreamtechnologyinH.264andH.265.,text_extraction_agent,raw_text,the product provides the product provides axiszipstreamtechnologyinh.264andh.265.,axiszipstreamtechnologyinh264andh265
The product provides the product provides Controllableframerateandbandwidth.,The product provides the product provides Controllableframerateandbandwidth.,text_extraction_agent,raw_text,the product provides the product provides controllableframerateandbandwidth.,controllableframerateandbandwidth
The product provides the product provides SeeOptionalaccessoriesforexchangeablelenses.,The product provides the product provides SeeOptionalaccessoriesforexchangeablelenses.,text_extraction_agent,raw_text,the product provides the product provides seeoptionalaccessoriesforexchangeablelenses.,seeoptionalaccessoriesforexchangeablelenses
The product provides the product provides VBR/ABR/MBRH.264andH.265.,The product provides the product provides VBR/ABR/MBRH.264andH.265.,text_extraction_agent,raw_text,the product provides the product provides vbr/abr/mbrh.264andh.265.,vbrabrmbrh264andh265
The product provides the product provides Videostreamingindicator.,The product provides the product provides Videostreamingindicator.,text_extraction_agent,raw_text,the product provides the product provides videostreamingindicator.,videostreamingindicator
The product provides the product provides Minimum illumination.,The product provides the product provides Minimum illumination.,text_extraction_agent,raw_text,the product provides the product provides minimum illumination.,minimum_illumination
"The product provides the product provides 3.6mm,F2.0:.","The product provides the product provides 3.6mm,F2.0:.",text_extraction_agent,raw_text,"the product provides the product provides 3.6mm,f2.0:.",36mmf20
The product provides the product provides Color:0.04luxat30IREF2.0.,The product provides the product provides Color:0.04luxat30IREF2.0.,text_extraction_agent,raw_text,the product provides the product provides color:0.04luxat30iref2.0.,color004luxat30iref20
The product provides the product provides ForensicWDR:Upto120dBdependingonscene.,The product provides the product provides ForensicWDR:Upto120dBdependingonscene.,text_extraction_agent,raw_text,the product provides the product provides forensicwdr:upto120dbdependingonscene.,forensicwdrupto120dbdependingonscene
The product provides the product provides Color:0.13luxat50IREF2.0.,The product provides the product provides Color:0.13luxat50IREF2.0.,text_extraction_agent,raw_text,the product provides the product provides color:0.13luxat50iref2.0.,color013luxat50iref20
The product provides the product provides Color:0.02luxat30IREF1.2 Noisereduction.,The product provides the product provides Color:0.02luxat30IREF1.2 Noisereduction.,text_extraction_agent,raw_text,the product provides the product provides color:0.02luxat30iref1.2 noisereduction.,color002luxat30iref12_noisereduction
The product provides the product provides Color:0.07luxat50IREF1.2 Spatialfilter(2Dnoisereduction).,The product provides the product provides Color:0.07luxat50IREF1.2 Spatialfilter(2Dnoisereduction).,text_extraction_agent,raw_text,the product provides the product provides color:0.07luxat50iref1.2 spatialfilter(2dnoisereduction).,color007luxat50iref12_spatialfilter2dnoisereduction
The product provides the product provides Temporalfilter(3Dnoisereduction).,The product provides the product provides Temporalfilter(3Dnoisereduction).,text_extraction_agent,raw_text,the product provides the product provides temporalfilter(3dnoisereduction).,temporalfilter3dnoisereduction
The product provides the product provides Shutterspeed.,The product provides the product provides Shutterspeed.,text_extraction_agent,raw_text,the product provides the product provides shutterspeed.,shutterspeed
The product provides the product provides WithWDR:1/19000sto1/5s Imagesettings.,The product provides the product provides WithWDR:1/19000sto1/5s Imagesettings.,text_extraction_agent,raw_text,the product provides the product provides withwdr:1/19000sto1/5s imagesettings.,withwdr119000sto15s_imagesettings
"The product provides the product provides NoWDR:1/17000sto1/5s Compression,brightness,sharpness,contrast,white.","The product provides the product provides NoWDR:1/17000sto1/5s Compression,brightness,sharpness,contrast,white.",text_extraction_agent,raw_text,"the product provides the product provides nowdr:1/17000sto1/5s compression,brightness,sharpness,contrast,white.",nowdr117000sto15s_compressionbrightnesssharpnesscontrastwhite
"The product provides the product provides balance,ForensicWDR,exposurecontrol,exposure.","The product provides the product provides balance,ForensicWDR,exposurecontrol,exposure.",text_extraction_agent,raw_text,"the product provides the product provides balance,forensicwdr,exposurecontrol,exposure.",balanceforensicwdrexposurecontrolexposure
"The product provides the product provides zones,finetuningofbehavioratlowlight,rotation:0°,.","The product provides the product provides zones,finetuningofbehavioratlowlight,rotation:0°,.",text_extraction_agent,raw_text,"the product provides the product provides zones,finetuningofbehavioratlowlight,rotation:0°,.",zonesfinetuningofbehavioratlowlightrotation0
The product provides the product provides Camera adjustment.,The product provides the product provides Camera adjustment.,text_extraction_agent,raw_text,the product provides the product provides camera adjustment.,adjustment
"The product provides the product provides 90°,180°,270°includingCorridorFormat,dynamic.","The product provides the product provides 90°,180°,270°includingCorridorFormat,dynamic.",text_extraction_agent,raw_text,"the product provides the product provides 90°,180°,270°includingcorridorformat,dynamic.",90180270includingcorridorformatdynamic
The product provides the product provides Pan:±30°.,The product provides the product provides Pan:±30°.,text_extraction_agent,raw_text,the product provides the product provides pan:±30°.,pan30
"The product provides the product provides overlay,32individualpolygonalprivacymask,mirroring.","The product provides the product provides overlay,32individualpolygonalprivacymask,mirroring.",text_extraction_agent,raw_text,"the product provides the product provides overlay,32individualpolygonalprivacymask,mirroring.",overlay32individualpolygonalprivacymaskmirroring
The product provides the product provides Tilt:15-90°.,The product provides the product provides Tilt:15-90°.,text_extraction_agent,raw_text,the product provides the product provides tilt:15-90°.,tilt1590
The product provides the product provides ofimages.,The product provides the product provides ofimages.,text_extraction_agent,raw_text,the product provides the product provides ofimages.,ofimages
The product provides the product provides Rotation:±175°.,The product provides the product provides Rotation:±175°.,text_extraction_agent,raw_text,the product provides the product provides rotation:±175°.,rotation175
"The product provides the product provides Sceneprofiles:forensic,vivid,trafficoverview.","The product provides the product provides Sceneprofiles:forensic,vivid,trafficoverview.",text_extraction_agent,raw_text,"the product provides the product provides sceneprofiles:forensic,vivid,trafficoverview.",sceneprofilesforensicvividtrafficoverview
The product provides the product provides System on chip (SoC).,The product provides the product provides System on chip (SoC).,text_extraction_agent,raw_text,the product provides the product provides system on chip (soc).,chip_soc
The product provides the product provides Imageprocessing.,The product provides the product provides Imageprocessing.,text_extraction_agent,raw_text,the product provides the product provides imageprocessing.,imageprocessing
"The product provides the product provides AxisZipstream,ForensicWDR,Lightfinder.","The product provides the product provides AxisZipstream,ForensicWDR,Lightfinder.",text_extraction_agent,raw_text,"the product provides the product provides axiszipstream,forensicwdr,lightfinder.",axiszipstreamforensicwdrlightfinder
The product provides the product provides Model.,The product provides the product provides Model.,text_extraction_agent,raw_text,the product provides the product provides model.,model
The product provides the product provides S6LM55.,The product provides the product provides S6LM55.,text_extraction_agent,raw_text,the product provides the product provides s6lm55.,s6lm55
The product provides the product provides Pan/Tilt/Zoom.,The product provides the product provides Pan/Tilt/Zoom.,text_extraction_agent,raw_text,the product provides the product provides pan/tilt/zoom.,pantiltzoom
"The product provides the product provides DigitalPTZ,presetpositions,guardtour,controlqueue.","The product provides the product provides DigitalPTZ,presetpositions,guardtour,controlqueue.",text_extraction_agent,raw_text,"the product provides the product provides digitalptz,presetpositions,guardtour,controlqueue.",digitalptzpresetpositionsguardtourcontrolqueue
The product provides the product provides Memory.,The product provides the product provides Memory.,text_extraction_agent,raw_text,the product provides the product provides memory.,memory
"The product provides the product provides 1024MBRAM,512MBFlash.","The product provides the product provides 1024MBRAM,512MBFlash.",text_extraction_agent,raw_text,"the product provides the product provides 1024mbram,512mbflash.",1024mbram512mbflash
"The product provides the product provides 1. Werecommendamaximumof3uniquevideostreamspercameraorchannel,foroptimizeduserexperience,networkbandwidth,andstorage.","The product provides the product provides 1. Werecommendamaximumof3uniquevideostreamspercameraorchannel,foroptimizeduserexperience,networkbandwidth,andstorage.",text_extraction_agent,raw_text,"the product provides the product provides 1. werecommendamaximumof3uniquevideostreamspercameraorchannel,foroptimizeduserexperience,networkbandwidth,andstorage.",werecommendamaximumof3uniquevideostreamspercameraorchannelforoptimizeduserexperiencenetworkbandwidthandstorage
The product provides the product provides utilization.Auniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuilt-in.,The product provides the product provides utilization.Auniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuilt-in.,text_extraction_agent,raw_text,the product provides the product provides utilization.auniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuilt-in.,utilizationauniquevideostreamcanbeservedtomanyvideoclientsinthenetworkusingmulticastorunicasttransportmethodviabuiltin
The product provides the product provides streamreusefunctionality.,The product provides the product provides streamreusefunctionality.,text_extraction_agent,raw_text,the product provides the product provides streamreusefunctionality.,streamreusefunctionality
The product provides the product provides Eventactions.,The product provides the product provides Eventactions.,text_extraction_agent,raw_text,the product provides the product provides eventactions.,eventactions
The product provides the product provides Network.,The product provides the product provides Network.,text_extraction_agent,raw_text,the product provides the product provides network.,network
The product provides the product provides Guardtours.,The product provides the product provides Guardtours.,text_extraction_agent,raw_text,the product provides the product provides guardtours.,guardtours
"The product provides the product provides Uploadimagesorvideoclips:FTP,HTTP,HTTPS,SFTP,.","The product provides the product provides Uploadimagesorvideoclips:FTP,HTTP,HTTPS,SFTP,.",text_extraction_agent,raw_text,"the product provides the product provides uploadimagesorvideoclips:ftp,http,https,sftp,.",uploadimagesorvideoclipsftphttphttpssftp
The product provides the product provides Network protocols emailandnetworkshare.,The product provides the product provides Network protocols emailandnetworkshare.,text_extraction_agent,raw_text,the product provides the product provides network protocols emailandnetworkshare.,network_protocols_emailandnetworkshare
"The product provides the product provides IPv4,IPv6USGv6,HTTP,HTTPS2,HTTP/2,TLS2,QoSLayer Notification:HTTP,HTTPS,TCPandemail.","The product provides the product provides IPv4,IPv6USGv6,HTTP,HTTPS2,HTTP/2,TLS2,QoSLayer Notification:HTTP,HTTPS,TCPandemail.",text_extraction_agent,raw_text,"the product provides the product provides ipv4,ipv6usgv6,http,https2,http/2,tls2,qoslayer notification:http,https,tcpandemail.",ipv4ipv6usgv6httphttps2http2tls2qoslayer_notificationhttphttpstcpandemail
"The product provides the product provides 3DiffServ,FTP,SFTP,CIFS/SMB,SMTP,mDNS(Bonjour), Overlaytext.","The product provides the product provides 3DiffServ,FTP,SFTP,CIFS/SMB,SMTP,mDNS(Bonjour), Overlaytext.",text_extraction_agent,raw_text,"the product provides the product provides 3diffserv,ftp,sftp,cifs/smb,smtp,mdns(bonjour), overlaytext.",3diffservftpsftpcifssmbsmtpmdnsbonjour_overlaytext
"The product provides the product provides UPnP®,SNMPv1/v2c/v3(MIB-II),DNS/DNSv6,DDNS, Presetpositions.","The product provides the product provides UPnP®,SNMPv1/v2c/v3(MIB-II),DNS/DNSv6,DDNS, Presetpositions.",text_extraction_agent,raw_text,"the product provides the product provides upnp®,snmpv1/v2c/v3(mib-ii),dns/dnsv6,ddns, presetpositions.",upnpsnmpv1v2cv3mibiidnsdnsv6ddns_presetpositions
"The product provides the product provides NTP,PTP,RTSP,RTP,SRTP,TCP,UDP,IGMPv1/v2/v3, Recordvideo:SDcardandnetworkshare.","The product provides the product provides NTP,PTP,RTSP,RTP,SRTP,TCP,UDP,IGMPv1/v2/v3, Recordvideo:SDcardandnetworkshare.",text_extraction_agent,raw_text,"the product provides the product provides ntp,ptp,rtsp,rtp,srtp,tcp,udp,igmpv1/v2/v3, recordvideo:sdcardandnetworkshare.",ntpptprtsprtpsrtptcpudpigmpv1v2v3_recordvideosdcardandnetworkshare
"The product provides the product provides RTCP,ICMP,DHCPv4/v6,ARP,SOCKS,SSH,LLDP,CDP, SNMPtrapmessages.","The product provides the product provides RTCP,ICMP,DHCPv4/v6,ARP,SOCKS,SSH,LLDP,CDP, SNMPtrapmessages.",text_extraction_agent,raw_text,"the product provides the product provides rtcp,icmp,dhcpv4/v6,arp,socks,ssh,lldp,cdp, snmptrapmessages.",rtcpicmpdhcpv4v6arpsockssshlldpcdp_snmptrapmessages
"The product provides the product provides MQTTv3.1.1,Syslog,Link-Localaddress(ZeroConf) WDRmode.","The product provides the product provides MQTTv3.1.1,Syslog,Link-Localaddress(ZeroConf) WDRmode.",text_extraction_agent,raw_text,"the product provides the product provides mqttv3.1.1,syslog,link-localaddress(zeroconf) wdrmode.",mqttv311sysloglinklocaladdresszeroconf_wdrmode
The product provides the product provides MQTTpublish.,The product provides the product provides MQTTpublish.,text_extraction_agent,raw_text,the product provides the product provides mqttpublish.,mqttpublish
The product provides the product provides System integration.,The product provides the product provides System integration.,text_extraction_agent,raw_text,the product provides the product provides system integration.,integration
The product provides the product provides Built-in installationaids.,The product provides the product provides Built-in installationaids.,text_extraction_agent,raw_text,the product provides the product provides built-in installationaids.,builtin_installationaids
The product provides the product provides Pixelcounter.,The product provides the product provides Pixelcounter.,text_extraction_agent,raw_text,the product provides the product provides pixelcounter.,pixelcounter
The product provides the product provides ApplicationProgramming Interface.,The product provides the product provides ApplicationProgramming Interface.,text_extraction_agent,raw_text,the product provides the product provides applicationprogramming interface.,applicationprogramming_interface
"The product provides the product provides OpenAPIforsoftwareintegration,includingVAPIX® Analytics.","The product provides the product provides OpenAPIforsoftwareintegration,includingVAPIX® Analytics.",text_extraction_agent,raw_text,"the product provides the product provides openapiforsoftwareintegration,includingvapix® analytics.",openapiforsoftwareintegrationincludingvapix_analytics
The product provides the product provides andAXISCameraApplicationPlatform(ACAP);.,The product provides the product provides andAXISCameraApplicationPlatform(ACAP);.,text_extraction_agent,raw_text,the product provides the product provides andaxiscameraapplicationplatform(acap);.,andaxiscameraapplicationplatformacap
The product provides the product provides specificationsataxis.com/developer-community.,The product provides the product provides specificationsataxis.com/developer-community.,text_extraction_agent,raw_text,the product provides the product provides specificationsataxis.com/developer-community.,specificationsataxiscomdevelopercommunity
The product provides the product provides One-clickcloudconnection Applications.,The product provides the product provides One-clickcloudconnection Applications.,text_extraction_agent,raw_text,the product provides the product provides one-clickcloudconnection applications.,oneclickcloudconnection_applications
"The product provides the product provides ONVIF®ProfileG,ONVIF®ProfileM,ONVIF®ProfileS Included.","The product provides the product provides ONVIF®ProfileG,ONVIF®ProfileM,ONVIF®ProfileS Included.",text_extraction_agent,raw_text,"the product provides the product provides onvif®profileg,onvif®profilem,onvif®profiles included.",onvifprofilegonvifprofilemonvifprofiles_included
"The product provides the product provides andONVIF®ProfileT,specificationatonvif.org AXISVideoMotionDetection,activetamperingalarm3.","The product provides the product provides andONVIF®ProfileT,specificationatonvif.org AXISVideoMotionDetection,activetamperingalarm3.",text_extraction_agent,raw_text,"the product provides the product provides andonvif®profilet,specificationatonvif.org axisvideomotiondetection,activetamperingalarm3.",andonvifprofiletspecificationatonviforg_axisvideomotiondetectionactivetamperingalarm3
The product provides the product provides Supported.,The product provides the product provides Supported.,text_extraction_agent,raw_text,the product provides the product provides supported.,supported
"The product provides the product provides AXISFenceGuard,AXISLoiteringGuard,AXISMotion.","The product provides the product provides AXISFenceGuard,AXISLoiteringGuard,AXISMotion.",text_extraction_agent,raw_text,"the product provides the product provides axisfenceguard,axisloiteringguard,axismotion.",axisfenceguardaxisloiteringguardaxismotion
The product provides the product provides Videomanagementsystems.,The product provides the product provides Videomanagementsystems.,text_extraction_agent,raw_text,the product provides the product provides videomanagementsystems.,videomanagementsystems
The product provides the product provides Guard.,The product provides the product provides Guard.,text_extraction_agent,raw_text,the product provides the product provides guard.,guard
"The product provides the product provides CompatiblewithAXISCameraStationEdge,.","The product provides the product provides CompatiblewithAXISCameraStationEdge,.",text_extraction_agent,raw_text,"the product provides the product provides compatiblewithaxiscamerastationedge,.",compatiblewithaxiscamerastationedge
The product provides the product provides SupportforAXISCameraApplicationPlatformenabling.,The product provides the product provides SupportforAXISCameraApplicationPlatformenabling.,text_extraction_agent,raw_text,the product provides the product provides supportforaxiscameraapplicationplatformenabling.,supportforaxiscameraapplicationplatformenabling
"The product provides the product provides AXISCameraStationPro,AXISCameraStation5,and.","The product provides the product provides AXISCameraStationPro,AXISCameraStation5,and.",text_extraction_agent,raw_text,"the product provides the product provides axiscamerastationpro,axiscamerastation5,and.",axiscamerastationproaxiscamerastation5and
"The product provides the product provides installationofthird-partyapplications,seeaxis.com/.","The product provides the product provides installationofthird-partyapplications,seeaxis.com/.",text_extraction_agent,raw_text,"the product provides the product provides installationofthird-partyapplications,seeaxis.com/.",installationofthirdpartyapplicationsseeaxiscom
